url,previous_issues,latest_issues,score_delta,word_delta,internal_link_delta
https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-high-load-sailing-block-12324,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-performance-sailing-block-12326,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-high-load-sailing-block-12328,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-performance-sailing-block-12330,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-high-load-sailing-block-12332,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-performance-sailing-block-12334,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-high-load-sailing-block-12336,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-performance-sailing-block-12338,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-high-load-sailing-block-12340,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-performance-sailing-block-12342,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-high-load-sailing-block-12344,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-performance-sailing-block-12346,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-high-load-sailing-block-12364,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-performance-sailing-block-12366,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-02-high-load-sailing-block-12372,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-light-0-5-sailing-block-12322,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-light-04-performance-sailing-block-12338,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,,,0,-51,-6
https://www.morfrac.com/shop/morfblock-light-4-p-12338,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-15-10pack-friction-ring-12898,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-15-ptfe-friction-ring-12476,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-20-ptfe-friction-ring-12477,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-30-ptfe-friction-ring-12478,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-40-ptfe-friction-ring-12479,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-50-ptfe-friction-ring-12481,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-50xl-ptfe-friction-ring-12480,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-60-ptfe-friction-ring-12483,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-60xl-12828,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-60xl-ptfe-friction-ring-12482,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-70-ptfe-friction-ring-12485,,,0,-51,-6
https://www.morfrac.com/shop/morfring-26/morfring-70xl-ptfe-friction-ring-12484,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-large-titanium-12821,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-medium-titanium-12820,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/dogbone-flat-faced-small-titanium-12819,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/morfblock-light-4-hl-12823,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/morfring-60xl-12828,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/powerfurl3-kit-mix-12818,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/powerfurl3-thimble-12817,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/powerfurl8-single-kit-12822,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/shackle-17-4ph-12827,,,0,-51,-6
https://www.morfrac.com/shop/outlet-36/torbol-3-8-torlon-balls-9-525-3-8-10-pack-12816,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-15-stick-on-padeye-ring-12652,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-20-stick-on-padeye-ring-12654,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-30-stick-on-padeye-ring-12653,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-stick-20-stick-on-padeye-12650,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-stick-40-stick-on-padeye-12651,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-through-1-5t-through-deck-padeye-12640,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-through-3t-through-deck-padeye-12649,,,0,-51,-6
https://www.morfrac.com/shop/padeye-27/padeye-through-6t-through-deck-padeye-12655,,,0,-51,-6
https://www.morfrac.com/shop/page/11,,,0,-51,-6
https://www.morfrac.com/shop/page/2,,,0,-51,-6
https://www.morfrac.com/shop/page/3,,,0,-51,-6
https://www.morfrac.com/shop/page/4,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-drum-bottom-furling-unit-12529,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-furling-kit-12530,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-furling-kit-shackles-12531,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-head-swivel-unit-12533,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-lashing-fitting-12524,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-thimble-12528,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-top-down-furling-kit-12825,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-top-down-integrator-12534,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-continuous-line-furling-kit-12564,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-drum-bottom-furling-unit-12560,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-fork-2-1-fitting-12562,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-fork-fitting-12561,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-head-swivel-unit-12566,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-ten-tdis-top-down-integrators-12567,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/powerfurl-twelve-continuous-line-furling-kit-12596,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-1/ti-shackle-grade5-titanium-shackle-12526,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-drum-bottom-furling-unit-12529,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-furling-kit-12530,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-furling-kit-shackles-12531,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-head-swivel-unit-12533,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-lashing-fitting-12524,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-thimble-12528,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-top-down-furling-kit-12825,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-one-top-down-integrator-12534,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-continuous-line-furling-kit-12564,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-drum-bottom-furling-unit-12560,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-fork-2-1-fitting-12562,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-fork-fitting-12561,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-head-swivel-unit-12566,,,0,-51,-6
https://www.morfrac.com/shop/powerfurl-ten-tdis-top-down-integrators-12567,,,0,-51,-6
https://www.morfrac.com/shop/shackle-17-4ph-12827,,,0,-51,-6
https://www.morfrac.com/shop/ti-shackle-24/powerfurl-six-ti-shackle-12541,,,0,-51,-6
https://www.morfrac.com/shop/ti-shackle-24/powerfurl-three-ti-shackle-12575,,,0,-51,-6
https://www.morfrac.com/shop/ti-shackle-24/powerfurl6-shackle10-12826,,,0,-51,-6
https://www.morfrac.com/shop/ti-shackle-24/ti-shackle-grade5-titanium-shackle-12526,,,0,-51,-6
https://www.morfrac.com/shop/ti-shackle-grade5-titanium-shackle-12526,,,0,-51,-6
https://www.morfrac.com/shop/wishlist,,,0,-51,-6
https://www.morfrac.com/solutions,,,0,-51,-6
https://www.morfrac.com/subscribe-to-the-morfrac-dispatch,,,0,-51,-6
https://www.morfrac.com/terms,,,0,-51,-6
https://www.morfrac.com/es,,,0,-72,-5
https://www.morfrac.com/es/about,,,0,-72,-5
https://www.morfrac.com/es/become-a-morfrac-trade-partner,,,0,-72,-5
https://www.morfrac.com/es/blog,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/2024-vaya-ano-32,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/mets-2024-17,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/morfrac-de-walle-sails-33,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/new-powerfurl-one-38,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/presentamos-morfwing-31,,,0,-72,-5
https://www.morfrac.com/es/blog/blog-1/set-sail-with-morfrac-16,,,0,-72,-5
https://www.morfrac.com/es/blog/custom-6,,,0,-72,-5
https://www.morfrac.com/es/blog/custom-6/40000-times-its-weight-15,,,0,-72,-5
https://www.morfrac.com/es/blog/custom-6/cunningham-furler-25,,,0,-72,-5
https://www.morfrac.com/es/blog/custom-6/pignose-titanium-24,,,0,-72,-5
https://www.morfrac.com/es/blog/custom-6/un-toque-de-color-12,,,0,-72,-5
https://www.morfrac.com/es/blog/historias-4,,,0,-72,-5
https://www.morfrac.com/es/blog/historias-4/aluminio-titanio-o-acero-inoxidable-39,,,0,-72,-5
https://www.morfrac.com/es/blog/historias-4/moldes-impresos-en-3d-10,,,0,-72,-5
https://www.morfrac.com/es/blog/page/2,,,0,-72,-5
https://www.morfrac.com/es/blog/stories-4,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/custom-9,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/events-12,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/manufacturing-8,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/materials-14,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/media-5,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/morfblock-1,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/morfrac-network-10,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/morfwing-13,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/news-2,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/on-board-6,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/partners-11,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/powerfurl-4,,,0,-72,-5
https://www.morfrac.com/es/blog/tag/shows-exhibitions-3,,,0,-72,-5
https://www.morfrac.com/es/contactus,,,0,-72,-5
https://www.morfrac.com/es/custom,,,0,-72,-5
https://www.morfrac.com/es/dogbone,,,0,-72,-5
https://www.morfrac.com/es/morfblock,,,0,-72,-5
https://www.morfrac.com/es/morfring,,,0,-72,-5
https://www.morfrac.com/es/padeye,,,0,-72,-5
https://www.morfrac.com/es/partner,,,0,-72,-5
https://www.morfrac.com/es/powerfurl,,,0,-72,-5
https://www.morfrac.com/es/shackle,,,0,-72,-5
https://www.morfrac.com/es/shop,,,0,-72,-5
https://www.morfrac.com/es/shop/category/custom-33,,,0,-72,-5
https://www.morfrac.com/es/shop/category/dogbone-25,,,0,-72,-5
https://www.morfrac.com/es/shop/category/dogbone-dogbone-al-28,,,0,-72,-5
https://www.morfrac.com/es/shop/category/dogbone-dogbone-ti-29,,,0,-72,-5
https://www.morfrac.com/es/shop/category/mainsail-systems-39,,,0,-72,-5
https://www.morfrac.com/es/shop/category/mloop-34,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-17,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-17/page/2,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-17/page/3,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-max-38,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-morfblock-light-18,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-morfblock-snatch-19,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-morfblock-ultra-38,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-morfblock-wood-20,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfblock-morfblock-xl-21,,,0,-72,-5
https://www.morfrac.com/es/shop/category/morfring-26,,,0,-72,-5
https://www.morfrac.com/es/shop/category/mreel-35,,,0,-72,-5
https://www.morfrac.com/es/shop/category/outlet-36,,,0,-72,-5
https://www.morfrac.com/es/shop/category/padeye-27,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-1,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-1/page/2,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-1/page/3,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-1/page/4,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-1/page/5,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31/page/2,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31/page/3,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31/page/4,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-31/page/5,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-eight-10,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-four-11,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-one-12,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-six-13,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-ten-14,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-three-15,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-sin-fin-powerfurl-twelve-16,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-tdi-22,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-tdi-s-23,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-tdis-23,,,0,-72,-5
https://www.morfrac.com/es/shop/category/powerfurl-underdeck-32,,,0,-72,-5
https://www.morfrac.com/es/shop/category/shackle-24,,,0,-72,-5
https://www.morfrac.com/es/shop/category/ti-shackle-24,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/m-swivel-12663,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/morfblcok-custom-runners-12664,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/morfblock-titanium-snatch-12666,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/powerfurl-underdeck-custom-furling-system-12662,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/powerfurl6-shackle10-12826,,,0,-72,-5
https://www.morfrac.com/es/shop/custom-33/snatch-ring-12442,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-25-7-aluminium-12460,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-40-12-aluminium-12461,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-40-12-titanium-12462,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-45-19-aluminium-12463,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-50-15-aluminium-12464,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-50-15-titanium-12465,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-19-aluminium-12466,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-19-titanium-12646,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-60-23-aluminium-12467,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-65-24-aluminium-12469,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-70-26-titanium-12673,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-large-titanium-12821,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-medium-titanium-12820,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-25/dogbone-flat-faced-small-titanium-12819,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-60-23-aluminium-12467,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-25-7-aluminium-12460,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-40-12-aluminium-12461,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-45-19-aluminium-12463,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-50-15-aluminium-12464,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-60-19-aluminium-12466,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-60-23-aluminium-12467,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-al-28/dogbone-65-24-aluminium-12469,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-40-12-titanium-12462,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-50-15-titanium-12465,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-60-19-titanium-12646,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-70-26-titanium-12673,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-flat-faced-large-titanium-12821,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-flat-faced-medium-titanium-12820,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone-dogbone-ti-29/dogbone-flat-faced-small-titanium-12819,,,0,-72,-5
https://www.morfrac.com/es/shop/dogbone60-23-12467,,,0,-72,-5
https://www.morfrac.com/es/shop/mainsail-systems-39/hoistlock-gaff-lock-mainsail-system-12894,,,0,-72,-5
https://www.morfrac.com/es/shop/mainsail-systems-39/ms-brc-26-batten-roller-car-26mm-12907,,,0,-72,-5
https://www.morfrac.com/es/shop/mainsail-systems-39/ms-rc-26-mainsail-roller-car-26mm-12906,,,0,-72,-5
https://www.morfrac.com/es/shop/mainsail-systems-39/ms-sc-26-mainsail-slide-car-26mm-12909,,,0,-72,-5
https://www.morfrac.com/es/shop/mloop-34/mloop-custom-12674,,,0,-72,-5
https://www.morfrac.com/es/shop/mloop-34/mloop-dyneema-loop-12675,,,0,-72,-5
