priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,42.0,0.0,1.0,1.0,12.12,commercial,product,44.0,158.0,,,"Primary query: m loop Page type: product Intent: commercial Emphasize product function, marine use case, and engineering reliability.",90
HIGH,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,2.0,2.0,9.52,commercial,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: farr x2 for sale Page type: blog Intent: commercial CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",90
MEDIUM,padeye,https://www.morfrac.com/padeye,70.0,1.43,1.0,-0.4299999999999999,10.79,commercial,landing,18.0,133.0,,short_title,Primary query: padeye Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,13.0,0.0,1.0,1.0,12.54,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dog bone sailing,https://www.morfrac.com/dogbone,5.0,0.0,1.0,1.0,10.8,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone sailing Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,8.0,0.0,1.0,1.0,10.62,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dog bone rigging,https://www.morfrac.com/dogbone,23.0,8.7,5.0,-3.6999999999999993,4.09,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone rigging Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackle,https://www.morfrac.com/shackle,20.0,10.0,2.0,-8.0,9.4,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,soft padeye,https://www.morfrac.com/padeye,15.0,13.33,2.5,-10.83,8.87,commercial,landing,18.0,133.0,,short_title,Primary query: soft padeye Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,50.0,0.0,0.4,0.4,39.4,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,65
LOW,conurban marine,https://www.morfrac.com/partner,6.0,0.0,3.0,3.0,7.33,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,55
LOW,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,16.0,0.0,5.0,5.0,4.44,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs titanium vs stainless steel Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
LOW,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,5.0,0.0,10.0,10.0,3.0,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminium vs stainless steel vs titanium Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",25
