priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dog bone soft shackle,https://www.morfrac.com/dogbone,9.0,0.0,2.5,2.5,8.44,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dogbone sailing,https://www.morfrac.com/dogbone,6.0,0.0,2.5,2.5,8.33,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,cancamo pasante,https://www.morfrac.com/es/padeye,6.0,0.0,2.5,2.5,8.83,commercial,landing,18.0,133.0,,serp_ctr_gap; short_title,Primary query: cancamo pasante Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone,https://www.morfrac.com/dogbone,91.0,0.0,15.0,15.0,1.07,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
HIGH,farr performance,https://www.morfrac.com/blog/news-1/farr-x2-5,7.0,0.0,2.0,2.0,9.14,commercial,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: farr performance Page type: blog Intent: commercial CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",90
MEDIUM,dog bone,https://www.morfrac.com/es/dogbone,11.0,0.0,1.0,1.0,10.64,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,62.0,3.23,3.0,-0.2299999999999999,7.94,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dog bone rigging,https://www.morfrac.com/dogbone,12.0,0.0,7.0,7.0,3.92,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dogbone rigging,https://www.morfrac.com/dogbone,5.0,0.0,10.0,10.0,2.4,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,sailing dogbone,https://www.morfrac.com/dogbone,49.0,2.04,0.6,-1.44,21.0,commercial,landing,19.0,134.0,,short_title,Primary query: sailing dogbone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dogbone shackle,https://www.morfrac.com/dogbone,12.0,8.33,3.5,-4.83,6.58,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,5.0,0.0,5.0,5.0,4.8,unknown,product,44.0,158.0,,serp_ctr_gap,"Primary query: m-loop Page type: product Intent: unknown CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",70
LOW,"""orza"" sailing command",https://www.morfrac.com/es/morfwing,7.0,0.0,7.0,7.0,4.0,unknown,other,19.0,161.0,,serp_ctr_gap; short_title,"Primary query: ""orza"" sailing command Page type: other Intent: unknown CTR is below expected for current ranking position.",65
LOW,dogbone joint,https://www.morfrac.com/dogbone,55.0,0.0,0.2,0.2,59.47,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,almacenadores,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,5.0,0.0,15.0,15.0,1.8,unknown,category,30.0,0.0,,missing_meta; serp_ctr_gap,Primary query: almacenadores Page type: category Intent: unknown CTR is below expected for current ranking position. Position as a product family/category discovery page.,52
LOW,helice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,7.0,0.0,7.0,7.0,3.43,unknown,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: helice de proa Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",45
