priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dog bone sailing,https://www.morfrac.com/dogbone,10.0,0.0,2.5,2.5,8.1,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone soft shackle,https://www.morfrac.com/dogbone,10.0,0.0,2.5,2.5,8.3,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dogbone sailing,https://www.morfrac.com/dogbone,6.0,0.0,2.5,2.5,8.33,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone sailing Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dogbones,https://www.morfrac.com/es/dogbone,30.0,0.0,7.0,7.0,3.03,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
MEDIUM,dog bone,https://www.morfrac.com/es/dogbone,14.0,0.0,1.0,1.0,10.07,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,62.0,3.23,2.5,-0.73,8.03,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dogbone rigging,https://www.morfrac.com/dogbone,7.0,0.0,15.0,15.0,2.0,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dog bone shackle,https://www.morfrac.com/dogbone,16.0,6.25,3.5,-2.75,6.38,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,5.0,0.0,3.5,3.5,7.0,unknown,product,44.0,158.0,,serp_ctr_gap,"Primary query: m-loop Page type: product Intent: unknown CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",70
LOW,"""orza"" sailing command",https://www.morfrac.com/es/morfwing,7.0,0.0,7.0,7.0,4.0,unknown,other,19.0,161.0,,serp_ctr_gap; short_title,"Primary query: ""orza"" sailing command Page type: other Intent: unknown CTR is below expected for current ranking position.",65
LOW,dogbone joint,https://www.morfrac.com/dogbone,60.0,0.0,0.2,0.2,51.25,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,almacenadores,https://www.morfrac.com/es/shop/category/powerfurl-almacenadores-tambor-30,5.0,0.0,15.0,15.0,1.8,unknown,category,30.0,0.0,,missing_meta; serp_ctr_gap,Primary query: almacenadores Page type: category Intent: unknown CTR is below expected for current ranking position. Position as a product family/category discovery page.,52
LOW,custom efl frames,https://www.morfrac.com/custom,36.0,0.0,0.2,0.2,48.17,unknown,other,17.0,123.0,,short_title,Primary query: custom efl frames Page type: other Intent: unknown,20
