priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dog bone,https://www.morfrac.com/dogbone,26.0,0.0,7.0,7.0,3.85,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
MEDIUM,dogbone,https://www.morfrac.com/es/dogbone,96.0,3.12,3.0,-0.1200000000000001,7.02,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,17.0,0.0,1.0,1.0,12.41,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,1.0,1.0,11.05,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,65.0,0.0,0.6,0.6,20.75,commercial,landing,19.0,134.0,,short_title,Primary query: dogbones Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackle,https://www.morfrac.com/shackle,13.0,15.38,2.0,-13.38,9.77,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackles,https://www.morfrac.com/shackle,7.0,14.29,3.0,-11.29,7.14,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackles Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,sailing dog bone,https://www.morfrac.com/dogbone,5.0,20.0,3.0,-17.0,7.2,commercial,landing,19.0,134.0,,short_title,Primary query: sailing dog bone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,51.0,0.0,0.4,0.4,38.9,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,65
LOW,conurban marine,https://www.morfrac.com/partner,11.0,0.0,3.0,3.0,7.55,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,55
LOW,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,9.0,0.0,4.0,4.0,5.33,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs titanium vs stainless steel Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
LOW,aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,31.0,3.23,4.0,0.77,5.16,unknown,blog,82.0,230.0,,long_meta; long_title,"Primary query: aluminum vs stainless steel vs titanium Page type: blog Intent: unknown If query is commercial, consider linking to or creating a commercial landing page.",30
LOW,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,5.0,0.0,7.0,7.0,3.8,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminium vs stainless steel vs titanium Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",25
