priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,15.0,0.0,1.0,1.0,12.6,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,deck pad eye,https://www.morfrac.com/padeye,10.0,0.0,1.0,1.0,10.6,commercial,landing,18.0,133.0,,short_title,Primary query: deck pad eye Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dog bone soft shackle,https://www.morfrac.com/dogbone,8.0,0.0,1.0,1.0,10.75,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,custom shackles,https://www.morfrac.com/shackle,8.0,0.0,1.0,1.0,10.25,commercial,landing,22.0,127.0,,short_title,Primary query: custom shackles Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,1.0,1.0,11.29,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dog bone,https://www.morfrac.com/dogbone,19.0,0.0,10.0,10.0,2.21,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,61.0,0.0,0.8,0.8,19.25,commercial,landing,19.0,134.0,,short_title,Primary query: dogbones Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackle,https://www.morfrac.com/shackle,17.0,11.76,2.0,-9.76,9.59,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dog bone rigging,https://www.morfrac.com/dogbone,14.0,7.14,4.0,-3.14,5.57,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone rigging Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,soft padeye,https://www.morfrac.com/padeye,11.0,9.09,1.0,-8.09,12.18,commercial,landing,18.0,133.0,,short_title,Primary query: soft padeye Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,sailing dog bone,https://www.morfrac.com/dogbone,6.0,16.67,2.5,-14.170000000000002,8.5,commercial,landing,19.0,134.0,,short_title,Primary query: sailing dog bone Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,46.0,0.0,0.4,0.4,38.59,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,65
LOW,conurban marine,https://www.morfrac.com/partner,10.0,0.0,3.0,3.0,7.8,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,55
LOW,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,17.0,0.0,5.0,5.0,4.29,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs titanium vs stainless steel Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
LOW,aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,38.0,2.63,4.0,1.37,5.18,unknown,blog,82.0,230.0,,long_meta; long_title,"Primary query: aluminum vs stainless steel vs titanium Page type: blog Intent: unknown If query is commercial, consider linking to or creating a commercial landing page.",40
LOW,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,6.0,0.0,7.0,7.0,3.67,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminium vs stainless steel vs titanium Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",25
