priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,32.0,0.0,1.0,1.0,10.06,commercial,product,44.0,158.0,,,"Primary query: m loop Page type: product Intent: commercial Emphasize product function, marine use case, and engineering reliability.",90
MEDIUM,dogbone carriers,https://www.morfrac.com/dogbone,17.0,0.0,1.0,1.0,13.18,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone carriers Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dog bone shackle,https://www.morfrac.com/dogbone,10.0,0.0,1.0,1.0,13.8,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,85
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,45.0,0.0,0.8,0.8,16.76,commercial,landing,19.0,134.0,,short_title,Primary query: dogbones Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackles,https://www.morfrac.com/shackle,14.0,14.29,2.5,-11.79,8.29,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackles Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dog bone soft shackle,https://www.morfrac.com/dogbone,10.0,10.0,2.0,-8.0,9.7,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dogbone shackle,https://www.morfrac.com/dogbone,6.0,16.67,5.0,-11.670000000000002,4.5,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,titanium shackle,https://www.morfrac.com/shackle,6.0,16.67,2.0,-14.670000000000002,10.0,commercial,landing,22.0,127.0,,short_title,Primary query: titanium shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
LOW,dogbone joint,https://www.morfrac.com/dogbone,62.0,0.0,0.2,0.2,40.87,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,conurban marine,https://www.morfrac.com/partner,11.0,0.0,3.0,3.0,7.64,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,55
LOW,aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,23.0,0.0,4.0,4.0,5.48,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs stainless steel vs titanium Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
LOW,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,9.0,0.0,4.0,4.0,5.44,unknown,blog,82.0,230.0,,long_meta; long_title; serp_ctr_gap,"Primary query: aluminum vs titanium vs stainless steel Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",50
