priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dog bone,https://www.morfrac.com/es/dogbone,19.0,0.0,2.5,2.5,8.63,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,95
HIGH,dog bone,https://www.morfrac.com/dogbone,57.0,0.0,15.0,15.0,1.11,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dog bone Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,90
MEDIUM,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,58.0,5.17,2.5,-2.67,8.09,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",80
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,23.0,0.0,10.0,10.0,2.96,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbones Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dogbone rigging,https://www.morfrac.com/dogbone,11.0,0.0,10.0,10.0,2.73,commercial,landing,19.0,134.0,,serp_ctr_gap; short_title,Primary query: dogbone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Position the page as an authority landing page and product gateway.,80
MEDIUM,dog bone shackle,https://www.morfrac.com/dogbone,22.0,4.55,1.0,-3.55,11.45,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,dog bone soft shackle,https://www.morfrac.com/dogbone,8.0,12.5,1.0,-11.5,10.5,commercial,landing,19.0,134.0,,short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,75
MEDIUM,m-loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,6.0,0.0,3.0,3.0,7.5,unknown,product,44.0,158.0,,serp_ctr_gap,"Primary query: m-loop Page type: product Intent: unknown CTR is below expected for current ranking position. Emphasize product function, marine use case, and engineering reliability.",70
LOW,dogbone joint,https://www.morfrac.com/dogbone,59.0,0.0,0.2,0.2,49.85,commercial,landing,19.0,134.0,,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Position the page as an authority landing page and product gateway.,60
LOW,conurban marine,https://www.morfrac.com/partner,7.0,0.0,2.5,2.5,8.29,unknown,other,32.0,94.0,,serp_ctr_gap,Primary query: conurban marine Page type: other Intent: unknown CTR is below expected for current ranking position.,45
LOW,custom efl frames,https://www.morfrac.com/custom,39.0,0.0,0.2,0.2,48.21,unknown,other,17.0,123.0,,short_title,Primary query: custom efl frames Page type: other Intent: unknown,20
