priority,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,title_length,meta_description_length,issues,metadata_need,copy_brief,opportunity_score
HIGH,dog bone soft shackle,https://www.morfrac.com/dogbone,6.0,0.0,3.5,3.5,6.83,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,serp_ctr_gap; short_title,Primary query: dog bone soft shackle Page type: landing Intent: commercial CTR is below expected for current ranking position. Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,111.0
HIGH,dogbones,https://www.morfrac.com/dogbone,109.0,0.92,0.6,-0.32,20.86,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,short_title,Primary query: dogbones Page type: landing Intent: commercial High existing visibility; improve click capture. Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,101.0
HIGH,cancamo pasante,https://www.morfrac.com/es/padeye,9.0,0.0,2.0,2.0,9.33,commercial,landing,18.0,133.0,Short title; Multiple H1; Images missing alt text,serp_ctr_gap; short_title,Primary query: cancamo pasante Page type: landing Intent: commercial CTR is below expected for current ranking position. Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,101.0
HIGH,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,4.0,4.0,5.52,commercial,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: farr x2 for sale Page type: blog Intent: commercial CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",100.0
HIGH,dog bone connection,https://www.morfrac.com/dogbone,6.0,0.0,1.0,1.0,10.83,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,short_title,Primary query: dog bone connection Page type: landing Intent: commercial Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,91.0
HIGH,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,46.0,2.17,3.5,1.33,6.8,commercial,blog,0.0,0.0,,missing_meta; short_title,"Primary query: farr x2 Page type: blog Intent: commercial If query is commercial, consider linking to or creating a commercial landing page.",90.0
MEDIUM,dog bone rigging,https://www.morfrac.com/dogbone,6.0,0.0,10.0,10.0,2.33,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,serp_ctr_gap; short_title,Primary query: dog bone rigging Page type: landing Intent: commercial CTR is below expected for current ranking position. Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,86.0
MEDIUM,dogbones,https://www.morfrac.com/es/dogbone,31.0,0.0,0.8,0.8,16.16,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,short_title,Primary query: dogbones Page type: landing Intent: commercial Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,81.0
MEDIUM,mor 004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,6.0,0.0,1.0,1.0,13.5,product_code,product,73.0,109.0,Long title; Multiple H1; Images missing alt text,long_title,"Primary query: mor 004 Page type: product Intent: product_code Title is too long; shorten without losing product intent. Emphasize product function, marine use case, and engineering reliability.",76.0
LOW,dogbone joint,https://www.morfrac.com/dogbone,40.0,0.0,0.2,0.2,84.78,commercial,landing,19.0,134.0,Short title; Multiple H1; Images missing alt text,short_title,Primary query: dogbone joint Page type: landing Intent: commercial Title is too short; expand with commercial/search intent. Position the page as an authority landing page and product gateway.,66.0
LOW,helice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,32.0,0.0,7.0,7.0,3.62,unknown,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: helice de proa Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",55.0
LOW,helices de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,6.0,0.0,10.0,10.0,2.17,unknown,blog,0.0,0.0,,missing_meta; serp_ctr_gap; short_title,"Primary query: helices de proa Page type: blog Intent: unknown CTR is below expected for current ranking position. If query is commercial, consider linking to or creating a commercial landing page.",45.0
LOW,mofrac,https://www.morfrac.com/,5.0,0.0,7.0,7.0,3.2,unknown,home,43.0,160.0,Multiple H1; Images missing alt text,serp_ctr_gap,Primary query: mofrac Page type: home Intent: unknown CTR is below expected for current ranking position.,34.0
