source_entity_type,source_entity_name,target_entity_type,target_entity_name,relationship_type,relationship_count,total_relationship_weight
intent,brand,application,sheet_handling,general_internal_link,1492,1492
intent,commercial,intent,technical,general_internal_link,1472,1472
application,sail_handling,application,custom_engineering,general_internal_link,1468,1468
intent,technical,intent,brand,product_links_to_parent,732,1464
material,aluminium,intent,commercial,product_links_to_parent,726,1452
material,titanium,engineering_concept,breaking_load,general_internal_link,1437,1437
material,titanium,application,low_friction_rigging,general_internal_link,1409,1409
application,deck_attachment,intent,commercial,product_links_to_parent,690,1380
application,rope_management,intent,brand,general_internal_link,1364,1364
intent,commercial,application,sheet_handling,general_internal_link,1348,1348
engineering_concept,breaking_load,application,low_friction_rigging,general_internal_link,1346,1346
engineering_concept,swl,engineering_concept,breaking_load,product_links_to_parent,671,1342
intent,commercial,engineering_concept,customizable,general_internal_link,1315,1315
material,titanium,application,custom_engineering,product_links_to_parent,654,1308
material,titanium,engineering_concept,customizable,product_links_to_parent,654,1308
intent,commercial,application,sail_handling,product_links_to_parent,649,1298
material,titanium,material,aluminium,product_links_to_parent,648,1296
intent,brand,application,sail_handling,product_links_to_parent,631,1262
application,rope_management,material,titanium,product_links_to_parent,622,1244
intent,technical,intent,commercial,product_links_to_parent,622,1244
application,sail_handling,material,titanium,general_internal_link,1233,1233
engineering_concept,lightweight,engineering_concept,breaking_load,product_links_to_parent,616,1232
product_family,dogbone,intent,brand,product_links_to_parent,612,1224
engineering_concept,breaking_load,intent,commercial,general_internal_link,1209,1209
engineering_concept,high_load,intent,brand,general_internal_link,1207,1207
intent,brand,application,deck_attachment,general_internal_link,1206,1206
engineering_concept,breaking_load,application,custom_engineering,product_links_to_parent,586,1172
engineering_concept,breaking_load,engineering_concept,customizable,product_links_to_parent,586,1172
engineering_concept,low_friction,intent,brand,product_links_to_parent,584,1168
intent,commercial,application,sheet_handling,product_links_to_parent,584,1168
intent,commercial,product_family,morfblock,product_links_to_parent,584,1168
engineering_concept,breaking_load,material,aluminium,product_links_to_parent,582,1164
material,titanium,intent,commercial,general_internal_link,1159,1159
engineering_concept,breaking_load,intent,technical,general_internal_link,1138,1138
intent,brand,application,sheet_handling,product_links_to_parent,567,1134
intent,brand,product_family,morfblock,product_links_to_parent,567,1134
intent,brand,application,furling_systems,general_internal_link,1130,1130
material,titanium,intent,technical,general_internal_link,1127,1127
intent,commercial,product_family,dogbone,product_links_to_parent,558,1116
intent,brand,application,rope_management,general_internal_link,1110,1110
intent,technical,intent,brand,general_internal_link,1109,1109
intent,commercial,product_family,shackle,product_links_to_parent,552,1104
intent,brand,product_family,dogbone,general_internal_link,1102,1102
intent,commercial,application,low_friction_rigging,product_links_to_parent,550,1100
application,sail_handling,engineering_concept,breaking_load,general_internal_link,1096,1096
intent,brand,product_family,morfblock,general_internal_link,1093,1093
intent,commercial,application,deck_attachment,product_links_to_parent,544,1088
intent,commercial,product_family,morfring,product_links_to_parent,544,1088
intent,commercial,product_family,padeye,product_links_to_parent,544,1088
intent,commercial,product_family,powerfurl,product_links_to_parent,544,1088
product_family,powerfurl,material,titanium,product_links_to_parent,544,1088
engineering_concept,breaking_load,intent,brand,authority_supports_commercial,217,1085
intent,technical,intent,brand,authority_supports_commercial,217,1085
intent,brand,product_family,dogbone,product_links_to_parent,542,1084
application,sail_handling,application,low_friction_rigging,general_internal_link,1082,1082
engineering_concept,lightweight,application,custom_engineering,general_internal_link,1082,1082
engineering_concept,swl,application,custom_engineering,general_internal_link,1081,1081
application,sail_handling,application,custom_engineering,product_links_to_parent,540,1080
application,sail_handling,engineering_concept,customizable,product_links_to_parent,540,1080
application,sail_handling,material,aluminium,product_links_to_parent,537,1074
intent,commercial,application,deck_attachment,general_internal_link,1073,1073
intent,brand,product_family,shackle,product_links_to_parent,536,1072
intent,brand,application,low_friction_rigging,product_links_to_parent,534,1068
application,deck_attachment,intent,brand,general_internal_link,1063,1063
application,sheet_handling,material,titanium,product_links_to_parent,530,1060
intent,brand,application,deck_attachment,product_links_to_parent,528,1056
intent,brand,product_family,morfring,product_links_to_parent,528,1056
intent,brand,product_family,padeye,product_links_to_parent,528,1056
intent,brand,product_family,powerfurl,product_links_to_parent,528,1056
material,titanium,application,sail_handling,general_internal_link,1050,1050
application,low_friction_rigging,engineering_concept,breaking_load,product_links_to_parent,525,1050
product_family,dogbone,intent,commercial,product_links_to_parent,520,1040
application,furling_systems,intent,brand,general_internal_link,1034,1034
material,titanium,application,sail_handling,product_links_to_parent,516,1032
application,low_friction_rigging,application,custom_engineering,general_internal_link,1027,1027
product_family,morfblock,material,titanium,product_links_to_parent,512,1024
engineering_concept,breaking_load,application,sail_handling,general_internal_link,1011,1011
intent,commercial,application,furling_systems,general_internal_link,1000,1000
engineering_concept,high_load,engineering_concept,breaking_load,product_links_to_parent,500,1000
intent,commercial,application,rope_management,general_internal_link,999,999
intent,commercial,product_family,dogbone,general_internal_link,999,999
engineering_concept,low_friction,intent,commercial,product_links_to_parent,496,992
product_family,powerfurl,intent,commercial,general_internal_link,991,991
intent,commercial,product_family,morfblock,general_internal_link,990,990
intent,brand,product_family,padeye,general_internal_link,968,968
intent,brand,intent,commercial,category_supports_product,241,964
intent,brand,engineering_concept,marine_hardware,general_internal_link,956,956
product_family,dogbone,intent,brand,general_internal_link,954,954
engineering_concept,swl,application,custom_engineering,product_links_to_parent,475,950
engineering_concept,swl,engineering_concept,customizable,product_links_to_parent,475,950
engineering_concept,swl,material,aluminium,product_links_to_parent,474,948
application,furling_systems,material,titanium,product_links_to_parent,473,946
intent,commercial,intent,brand,category_supports_product,235,940
material,titanium,application,sheet_handling,product_links_to_parent,461,922
material,titanium,product_family,morfblock,product_links_to_parent,461,922
engineering_concept,breaking_load,application,sail_handling,product_links_to_parent,460,920
engineering_concept,lightweight,application,custom_engineering,product_links_to_parent,448,896
engineering_concept,lightweight,engineering_concept,customizable,product_links_to_parent,448,896
application,sail_handling,intent,technical,general_internal_link,894,894
engineering_concept,lightweight,material,aluminium,product_links_to_parent,447,894
material,titanium,product_family,dogbone,product_links_to_parent,446,892
application,custom_engineering,intent,brand,general_internal_link,886,886
application,low_friction_rigging,material,titanium,general_internal_link,885,885
product_family,powerfurl,application,custom_engineering,general_internal_link,883,883
material,titanium,product_family,shackle,product_links_to_parent,440,880
application,sheet_handling,intent,commercial,general_internal_link,876,876
application,custom_engineering,intent,brand,product_links_to_parent,438,876
material,titanium,application,low_friction_rigging,product_links_to_parent,438,876
material,titanium,engineering_concept,customizable,general_internal_link,873,873
intent,commercial,product_family,padeye,general_internal_link,865,865
material,titanium,application,deck_attachment,product_links_to_parent,432,864
material,titanium,product_family,morfring,product_links_to_parent,432,864
material,titanium,product_family,padeye,product_links_to_parent,432,864
material,titanium,product_family,powerfurl,product_links_to_parent,432,864
engineering_concept,breaking_load,application,sheet_handling,product_links_to_parent,428,856
engineering_concept,breaking_load,product_family,morfblock,product_links_to_parent,428,856
product_family,morfblock,intent,commercial,general_internal_link,854,854
intent,commercial,engineering_concept,marine_hardware,general_internal_link,852,852
engineering_concept,breaking_load,material,titanium,authority_supports_commercial,170,850
intent,brand,material,titanium,authority_supports_commercial,170,850
intent,technical,material,titanium,authority_supports_commercial,170,850
product_family,powerfurl,material,titanium,general_internal_link,841,841
engineering_concept,lightweight,material,titanium,general_internal_link,839,839
material,aluminium,material,titanium,product_links_to_parent,417,834
engineering_concept,breaking_load,engineering_concept,customizable,general_internal_link,833,833
application,sheet_handling,application,custom_engineering,general_internal_link,822,822
material,titanium,product_family,powerfurl,general_internal_link,821,821
engineering_concept,breaking_load,product_family,powerfurl,general_internal_link,815,815
engineering_concept,swl,material,titanium,general_internal_link,813,813
product_family,morfring,intent,brand,product_links_to_parent,404,808
engineering_concept,swl,application,low_friction_rigging,general_internal_link,806,806
engineering_concept,high_load,application,custom_engineering,general_internal_link,803,803
engineering_concept,low_friction,intent,brand,general_internal_link,802,802
material,aluminium,intent,brand,general_internal_link,802,802
application,sail_handling,intent,commercial,general_internal_link,801,801
intent,brand,material,titanium,category_supports_product,200,800
intent,commercial,material,titanium,category_supports_product,200,800
engineering_concept,lightweight,application,low_friction_rigging,general_internal_link,796,796
application,sail_handling,application,sheet_handling,product_links_to_parent,397,794
application,sail_handling,product_family,morfblock,product_links_to_parent,397,794
application,sheet_handling,material,titanium,general_internal_link,793,793
application,deck_attachment,material,titanium,product_links_to_parent,395,790
application,rope_management,engineering_concept,breaking_load,product_links_to_parent,395,790
engineering_concept,breaking_load,application,low_friction_rigging,product_links_to_parent,394,788
engineering_concept,breaking_load,product_family,shackle,product_links_to_parent,394,788
application,low_friction_rigging,engineering_concept,breaking_load,general_internal_link,787,787
engineering_concept,breaking_load,product_family,dogbone,product_links_to_parent,393,786
product_family,morfblock,application,custom_engineering,general_internal_link,784,784
application,rope_management,application,custom_engineering,general_internal_link,782,782
engineering_concept,breaking_load,application,deck_attachment,product_links_to_parent,388,776
engineering_concept,breaking_load,product_family,morfring,product_links_to_parent,388,776
engineering_concept,breaking_load,product_family,padeye,product_links_to_parent,388,776
engineering_concept,breaking_load,product_family,powerfurl,product_links_to_parent,388,776
engineering_concept,breaking_load,intent,commercial,authority_supports_commercial,155,775
intent,brand,intent,commercial,authority_supports_commercial,155,775
intent,technical,intent,commercial,authority_supports_commercial,155,775
material,titanium,application,sheet_handling,general_internal_link,765,765
product_family,morfblock,material,titanium,general_internal_link,757,757
engineering_concept,breaking_load,application,sheet_handling,general_internal_link,752,752
application,low_friction_rigging,application,custom_engineering,product_links_to_parent,376,752
application,low_friction_rigging,engineering_concept,customizable,product_links_to_parent,376,752
application,sheet_handling,engineering_concept,breaking_load,product_links_to_parent,376,752
application,low_friction_rigging,material,aluminium,product_links_to_parent,375,750
application,custom_engineering,intent,commercial,product_links_to_parent,374,748
engineering_concept,swl,application,sail_handling,product_links_to_parent,374,748
product_family,powerfurl,engineering_concept,breaking_load,general_internal_link,744,744
engineering_concept,lightweight,engineering_concept,breaking_load,general_internal_link,733,733
application,sail_handling,product_family,dogbone,product_links_to_parent,366,732
application,sail_handling,application,low_friction_rigging,product_links_to_parent,364,728
product_family,morfblock,engineering_concept,breaking_load,product_links_to_parent,364,728
engineering_concept,lightweight,application,sail_handling,product_links_to_parent,362,724
application,sail_handling,product_family,shackle,product_links_to_parent,360,720
engineering_concept,high_load,application,custom_engineering,product_links_to_parent,359,718
engineering_concept,high_load,engineering_concept,customizable,product_links_to_parent,359,718
application,sail_handling,application,deck_attachment,product_links_to_parent,358,716
application,sail_handling,product_family,morfring,product_links_to_parent,358,716
application,sail_handling,product_family,padeye,product_links_to_parent,358,716
application,sail_handling,product_family,powerfurl,product_links_to_parent,358,716
engineering_concept,high_load,material,aluminium,product_links_to_parent,357,714
engineering_concept,swl,application,sheet_handling,product_links_to_parent,355,710
engineering_concept,swl,product_family,morfblock,product_links_to_parent,355,710
material,titanium,application,furling_systems,general_internal_link,709,709
engineering_concept,swl,engineering_concept,breaking_load,general_internal_link,707,707
intent,technical,material,titanium,product_links_to_parent,353,706
material,titanium,application,deck_attachment,general_internal_link,703,703
intent,technical,application,custom_engineering,general_internal_link,692,692
application,sheet_handling,engineering_concept,breaking_load,general_internal_link,690,690
product_family,morfring,intent,commercial,product_links_to_parent,342,684
material,titanium,application,rope_management,general_internal_link,676,676
engineering_concept,breaking_load,application,furling_systems,general_internal_link,674,674
engineering_concept,breaking_load,application,deck_attachment,general_internal_link,673,673
product_family,powerfurl,engineering_concept,breaking_load,product_links_to_parent,336,672
intent,brand,engineering_concept,breaking_load,category_supports_product,167,668
intent,commercial,engineering_concept,breaking_load,category_supports_product,167,668
product_family,morfblock,engineering_concept,breaking_load,general_internal_link,661,661
application,rope_management,material,titanium,general_internal_link,657,657
application,low_friction_rigging,intent,commercial,general_internal_link,656,656
engineering_concept,swl,intent,technical,general_internal_link,650,650
engineering_concept,breaking_load,application,rope_management,general_internal_link,648,648
engineering_concept,swl,application,low_friction_rigging,product_links_to_parent,322,644
product_family,powerfurl,application,low_friction_rigging,general_internal_link,643,643
material,titanium,engineering_concept,marine_hardware,general_internal_link,638,638
application,sail_handling,engineering_concept,customizable,general_internal_link,637,637
engineering_concept,lightweight,application,sheet_handling,product_links_to_parent,318,636
engineering_concept,lightweight,product_family,morfblock,product_links_to_parent,318,636
engineering_concept,swl,product_family,shackle,product_links_to_parent,318,636
engineering_concept,swl,application,deck_attachment,product_links_to_parent,316,632
engineering_concept,swl,product_family,dogbone,product_links_to_parent,316,632
engineering_concept,swl,product_family,morfring,product_links_to_parent,316,632
engineering_concept,swl,product_family,padeye,product_links_to_parent,316,632
engineering_concept,swl,product_family,powerfurl,product_links_to_parent,316,632
intent,brand,application,sail_handling,category_supports_product,158,632
intent,commercial,application,sail_handling,category_supports_product,158,632
engineering_concept,lightweight,intent,technical,general_internal_link,627,627
material,ptfe,intent,brand,product_links_to_parent,312,624
application,sheet_handling,application,low_friction_rigging,general_internal_link,620,620
engineering_concept,lightweight,product_family,dogbone,product_links_to_parent,309,618
application,sail_handling,product_family,powerfurl,general_internal_link,616,616
engineering_concept,lightweight,product_family,shackle,product_links_to_parent,306,612
application,low_friction_rigging,intent,technical,general_internal_link,611,611
application,furling_systems,application,custom_engineering,general_internal_link,609,609
material,titanium,product_family,dogbone,general_internal_link,608,608
engineering_concept,lightweight,application,low_friction_rigging,product_links_to_parent,304,608
engineering_concept,high_load,material,titanium,general_internal_link,605,605
engineering_concept,breaking_load,engineering_concept,marine_hardware,general_internal_link,603,603
application,low_friction_rigging,application,sail_handling,product_links_to_parent,301,602
engineering_concept,high_load,application,low_friction_rigging,general_internal_link,601,601
product_family,dogbone,material,titanium,product_links_to_parent,299,598
engineering_concept,lightweight,application,deck_attachment,product_links_to_parent,298,596
engineering_concept,lightweight,product_family,morfring,product_links_to_parent,298,596
engineering_concept,lightweight,product_family,padeye,product_links_to_parent,298,596
engineering_concept,lightweight,product_family,powerfurl,product_links_to_parent,298,596
material,titanium,intent,brand,authority_supports_commercial,119,595
product_family,morfblock,application,low_friction_rigging,general_internal_link,593,593
application,furling_systems,engineering_concept,breaking_load,product_links_to_parent,296,592
engineering_concept,customizable,intent,brand,general_internal_link,590,590
engineering_concept,breaking_load,product_family,dogbone,general_internal_link,586,586
application,rope_management,application,custom_engineering,product_links_to_parent,293,586
application,rope_management,engineering_concept,customizable,product_links_to_parent,293,586
material,titanium,product_family,padeye,general_internal_link,582,582
application,rope_management,material,aluminium,product_links_to_parent,291,582
application,rope_management,engineering_concept,breaking_load,general_internal_link,580,580
intent,brand,engineering_concept,lightweight,category_supports_product,144,576
intent,commercial,engineering_concept,lightweight,category_supports_product,144,576
application,rope_management,application,low_friction_rigging,general_internal_link,575,575
intent,technical,engineering_concept,breaking_load,general_internal_link,572,572
product_family,morfring,intent,brand,general_internal_link,572,572
engineering_concept,low_friction,material,titanium,product_links_to_parent,286,572
intent,brand,engineering_concept,low_friction,general_internal_link,571,571
intent,brand,product_family,morfring,general_internal_link,569,569
application,sail_handling,application,sheet_handling,general_internal_link,568,568
application,low_friction_rigging,application,sail_handling,general_internal_link,567,567
intent,technical,material,titanium,general_internal_link,559,559
engineering_concept,lightweight,application,sail_handling,general_internal_link,556,556
engineering_concept,high_load,application,sail_handling,product_links_to_parent,278,556
intent,commercial,engineering_concept,lightweight,product_links_to_parent,278,556
intent,commercial,engineering_concept,low_friction,product_links_to_parent,278,556
application,deck_attachment,application,custom_engineering,general_internal_link,554,554
engineering_concept,breaking_load,product_family,padeye,general_internal_link,554,554
application,low_friction_rigging,application,sheet_handling,product_links_to_parent,275,550
application,low_friction_rigging,product_family,morfblock,product_links_to_parent,275,550
intent,commercial,application,furling_systems,product_links_to_parent,272,544
intent,commercial,intent,support,product_links_to_parent,272,544
intent,commercial,material,stainless_steel,product_links_to_parent,272,544
intent,commercial,product_family,morfwing,product_links_to_parent,272,544
application,sail_handling,application,furling_systems,general_internal_link,541,541
engineering_concept,swl,application,sail_handling,general_internal_link,541,541
intent,brand,engineering_concept,lightweight,product_links_to_parent,270,540
intent,brand,engineering_concept,low_friction,product_links_to_parent,270,540
product_family,shackle,intent,brand,product_links_to_parent,270,540
material,aluminium,application,custom_engineering,general_internal_link,538,538
intent,brand,application,furling_systems,product_links_to_parent,264,528
intent,brand,intent,support,product_links_to_parent,264,528
intent,brand,material,stainless_steel,product_links_to_parent,264,528
intent,brand,product_family,morfwing,product_links_to_parent,264,528
material,ptfe,intent,commercial,product_links_to_parent,264,528
application,sail_handling,application,deck_attachment,general_internal_link,526,526
engineering_concept,high_load,application,sheet_handling,product_links_to_parent,262,524
engineering_concept,high_load,product_family,morfblock,product_links_to_parent,262,524
engineering_concept,high_load,engineering_concept,breaking_load,general_internal_link,523,523
material,aluminium,engineering_concept,breaking_load,product_links_to_parent,260,520
product_family,powerfurl,application,sail_handling,general_internal_link,516,516
intent,brand,engineering_concept,swl,category_supports_product,129,516
intent,commercial,engineering_concept,swl,category_supports_product,129,516
application,sail_handling,application,rope_management,general_internal_link,512,512
application,low_friction_rigging,product_family,shackle,product_links_to_parent,256,512
application,low_friction_rigging,product_family,dogbone,product_links_to_parent,255,510
intent,commercial,engineering_concept,low_friction,general_internal_link,509,509
application,sheet_handling,application,custom_engineering,product_links_to_parent,254,508
application,sheet_handling,engineering_concept,customizable,product_links_to_parent,254,508
application,furling_systems,material,titanium,general_internal_link,507,507
intent,commercial,product_family,morfring,general_internal_link,507,507
product_family,powerfurl,application,custom_engineering,product_links_to_parent,253,506
product_family,powerfurl,engineering_concept,customizable,product_links_to_parent,253,506
application,sheet_handling,material,aluminium,product_links_to_parent,252,504
product_family,powerfurl,material,aluminium,product_links_to_parent,252,504
application,low_friction_rigging,application,deck_attachment,product_links_to_parent,250,500
application,low_friction_rigging,product_family,morfring,product_links_to_parent,250,500
application,low_friction_rigging,product_family,padeye,product_links_to_parent,250,500
application,low_friction_rigging,product_family,powerfurl,product_links_to_parent,250,500
intent,brand,application,low_friction_rigging,category_supports_product,125,500
intent,commercial,application,low_friction_rigging,category_supports_product,125,500
engineering_concept,breaking_load,product_family,morfblock,general_internal_link,498,498
material,titanium,product_family,morfblock,general_internal_link,498,498
application,deck_attachment,material,titanium,general_internal_link,496,496
engineering_concept,high_load,product_family,dogbone,product_links_to_parent,245,490
product_family,morfblock,application,custom_engineering,product_links_to_parent,245,490
product_family,morfblock,engineering_concept,customizable,product_links_to_parent,245,490
application,deck_attachment,engineering_concept,breaking_load,product_links_to_parent,244,488
engineering_concept,cnc_machining,intent,brand,product_links_to_parent,244,488
engineering_concept,high_load,product_family,shackle,product_links_to_parent,244,488
application,sail_handling,engineering_concept,marine_hardware,general_internal_link,486,486
product_family,morfblock,material,aluminium,product_links_to_parent,243,486
product_family,powerfurl,intent,technical,general_internal_link,482,482
engineering_concept,high_load,intent,technical,general_internal_link,480,480
application,sheet_handling,application,sail_handling,general_internal_link,477,477
engineering_concept,high_load,application,deck_attachment,product_links_to_parent,238,476
engineering_concept,high_load,application,low_friction_rigging,product_links_to_parent,238,476
engineering_concept,high_load,product_family,morfring,product_links_to_parent,238,476
engineering_concept,high_load,product_family,padeye,product_links_to_parent,238,476
engineering_concept,high_load,product_family,powerfurl,product_links_to_parent,238,476
engineering_concept,lightweight,intent,commercial,general_internal_link,472,472
engineering_concept,customizable,intent,brand,product_links_to_parent,236,472
application,sheet_handling,intent,technical,general_internal_link,470,470
intent,technical,application,low_friction_rigging,general_internal_link,470,470
product_family,dogbone,intent,commercial,general_internal_link,466,466
engineering_concept,breaking_load,application,custom_engineering,authority_supports_commercial,93,465
engineering_concept,breaking_load,engineering_concept,customizable,authority_supports_commercial,93,465
engineering_concept,breaking_load,material,aluminium,authority_supports_commercial,93,465
intent,brand,application,custom_engineering,authority_supports_commercial,93,465
intent,brand,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,brand,engineering_concept,customizable,authority_supports_commercial,93,465
intent,brand,material,aluminium,authority_supports_commercial,93,465
intent,technical,application,custom_engineering,authority_supports_commercial,93,465
intent,technical,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,technical,engineering_concept,customizable,authority_supports_commercial,93,465
intent,technical,material,aluminium,authority_supports_commercial,93,465
application,rope_management,intent,commercial,general_internal_link,464,464
application,custom_engineering,material,titanium,general_internal_link,462,462
application,low_friction_rigging,product_family,powerfurl,general_internal_link,460,460
application,rope_management,application,sail_handling,product_links_to_parent,230,460
product_family,shackle,intent,commercial,product_links_to_parent,230,460
engineering_concept,lightweight,engineering_concept,customizable,general_internal_link,458,458
product_family,padeye,intent,brand,general_internal_link,458,458
application,low_friction_rigging,engineering_concept,customizable,general_internal_link,456,456
application,sail_handling,product_family,dogbone,general_internal_link,456,456
product_family,morfblock,application,sail_handling,general_internal_link,456,456
application,furling_systems,engineering_concept,breaking_load,general_internal_link,453,453
application,rope_management,intent,technical,general_internal_link,452,452
product_family,morfblock,intent,technical,general_internal_link,450,450
intent,technical,engineering_concept,breaking_load,product_links_to_parent,224,448
application,sheet_handling,product_family,powerfurl,general_internal_link,447,447
application,furling_systems,application,custom_engineering,product_links_to_parent,223,446
application,furling_systems,engineering_concept,customizable,product_links_to_parent,223,446
application,furling_systems,application,low_friction_rigging,general_internal_link,444,444
application,furling_systems,material,aluminium,product_links_to_parent,222,444
material,titanium,engineering_concept,lightweight,product_links_to_parent,222,444
material,titanium,engineering_concept,low_friction,product_links_to_parent,222,444
application,deck_attachment,engineering_concept,breaking_load,general_internal_link,442,442
application,sail_handling,product_family,padeye,general_internal_link,440,440
product_family,dogbone,application,custom_engineering,general_internal_link,438,438
engineering_concept,swl,engineering_concept,customizable,general_internal_link,437,437
product_family,morfblock,product_family,powerfurl,general_internal_link,434,434
application,deck_attachment,intent,commercial,general_internal_link,432,432
material,titanium,application,furling_systems,product_links_to_parent,216,432
material,titanium,intent,support,product_links_to_parent,216,432
material,titanium,material,stainless_steel,product_links_to_parent,216,432
material,titanium,product_family,morfwing,product_links_to_parent,216,432
product_family,shackle,intent,brand,general_internal_link,430,430
application,rope_management,application,sail_handling,general_internal_link,428,428
product_family,powerfurl,engineering_concept,customizable,general_internal_link,425,425
material,titanium,intent,commercial,authority_supports_commercial,85,425
product_family,powerfurl,application,sheet_handling,general_internal_link,424,424
product_family,dogbone,material,titanium,general_internal_link,422,422
application,custom_engineering,material,titanium,product_links_to_parent,211,422
intent,brand,engineering_concept,high_load,category_supports_product,105,420
intent,commercial,engineering_concept,high_load,category_supports_product,105,420
engineering_concept,lightweight,product_family,powerfurl,general_internal_link,416,416
application,sheet_handling,product_family,morfblock,product_links_to_parent,208,416
engineering_concept,cnc_machining,intent,commercial,product_links_to_parent,208,416
product_family,padeye,intent,brand,product_links_to_parent,208,416
material,aluminium,material,titanium,general_internal_link,414,414
application,low_friction_rigging,application,sheet_handling,general_internal_link,413,413
application,custom_engineering,engineering_concept,breaking_load,general_internal_link,410,410
application,deck_attachment,application,low_friction_rigging,general_internal_link,408,408
engineering_concept,lightweight,application,sheet_handling,general_internal_link,407,407
engineering_concept,customizable,intent,commercial,product_links_to_parent,202,404
product_family,morfblock,application,sheet_handling,product_links_to_parent,202,404
product_family,powerfurl,application,sail_handling,product_links_to_parent,202,404
