source_entity_type,source_entity_name,target_entity_type,target_entity_name,relationship_type,relationship_count,total_relationship_weight
intent,brand,application,sheet_handling,product_links_to_parent,563,1126
intent,brand,product_family,morfblock,product_links_to_parent,563,1126
intent,brand,application,furling_systems,general_internal_link,1124,1124
product_family,powerfurl,material,titanium,product_links_to_parent,556,1112
intent,commercial,product_family,dogbone,product_links_to_parent,554,1108
intent,brand,product_family,dogbone,general_internal_link,1098,1098
intent,commercial,product_family,shackle,product_links_to_parent,548,1096
intent,commercial,application,low_friction_rigging,product_links_to_parent,546,1092
application,sail_handling,intent,technical,general_internal_link,1091,1091
intent,brand,product_family,morfblock,general_internal_link,1090,1090
application,sail_handling,engineering_concept,breaking_load,general_internal_link,1087,1087
engineering_concept,breaking_load,intent,brand,authority_supports_commercial,217,1085
intent,technical,intent,brand,authority_supports_commercial,217,1085
intent,commercial,product_family,powerfurl,product_links_to_parent,542,1084
intent,commercial,application,deck_attachment,product_links_to_parent,540,1080
intent,commercial,product_family,morfring,product_links_to_parent,540,1080
intent,commercial,product_family,padeye,product_links_to_parent,540,1080
intent,brand,product_family,dogbone,product_links_to_parent,538,1076
intent,commercial,application,deck_attachment,general_internal_link,1068,1068
application,sail_handling,application,custom_engineering,product_links_to_parent,534,1068
application,sail_handling,engineering_concept,customizable,product_links_to_parent,534,1068
intent,brand,product_family,shackle,product_links_to_parent,532,1064
application,sail_handling,material,aluminium,product_links_to_parent,531,1062
application,sheet_handling,material,titanium,product_links_to_parent,530,1060
intent,brand,application,low_friction_rigging,product_links_to_parent,530,1060
intent,brand,product_family,powerfurl,product_links_to_parent,526,1052
application,low_friction_rigging,engineering_concept,breaking_load,product_links_to_parent,525,1050
intent,brand,application,deck_attachment,product_links_to_parent,524,1048
intent,brand,product_family,morfring,product_links_to_parent,524,1048
intent,brand,product_family,padeye,product_links_to_parent,524,1048
material,titanium,application,sail_handling,general_internal_link,1045,1045
product_family,dogbone,intent,commercial,product_links_to_parent,520,1040
application,low_friction_rigging,material,titanium,general_internal_link,1026,1026
material,titanium,application,sail_handling,product_links_to_parent,512,1024
product_family,morfblock,material,titanium,product_links_to_parent,512,1024
engineering_concept,breaking_load,application,sail_handling,general_internal_link,1012,1012
product_family,dogbone,intent,brand,general_internal_link,1011,1011
product_family,powerfurl,application,custom_engineering,general_internal_link,1011,1011
engineering_concept,lightweight,material,titanium,general_internal_link,1001,1001
engineering_concept,high_load,engineering_concept,breaking_load,product_links_to_parent,500,1000
intent,commercial,product_family,dogbone,general_internal_link,995,995
product_family,powerfurl,intent,commercial,general_internal_link,995,995
intent,commercial,application,furling_systems,general_internal_link,994,994
intent,commercial,product_family,morfblock,general_internal_link,987,987
engineering_concept,swl,material,titanium,general_internal_link,974,974
engineering_concept,low_friction,intent,commercial,product_links_to_parent,485,970
engineering_concept,swl,application,low_friction_rigging,general_internal_link,967,967
product_family,powerfurl,material,titanium,general_internal_link,966,966
intent,brand,product_family,padeye,general_internal_link,964,964
intent,brand,intent,commercial,category_supports_product,241,964
application,custom_engineering,intent,brand,general_internal_link,958,958
engineering_concept,lightweight,application,low_friction_rigging,general_internal_link,958,958
application,furling_systems,material,titanium,product_links_to_parent,479,958
intent,brand,engineering_concept,marine_hardware,general_internal_link,951,951
engineering_concept,swl,application,custom_engineering,product_links_to_parent,475,950
engineering_concept,swl,engineering_concept,customizable,product_links_to_parent,475,950
engineering_concept,swl,material,aluminium,product_links_to_parent,474,948
material,titanium,application,rope_management,general_internal_link,939,939
intent,commercial,intent,brand,category_supports_product,234,936
application,sheet_handling,application,custom_engineering,general_internal_link,933,933
engineering_concept,high_load,application,custom_engineering,general_internal_link,923,923
engineering_concept,breaking_load,application,sail_handling,product_links_to_parent,461,922
material,titanium,application,sheet_handling,product_links_to_parent,459,918
material,titanium,product_family,morfblock,product_links_to_parent,459,918
engineering_concept,breaking_load,application,rope_management,general_internal_link,904,904
application,custom_engineering,intent,brand,product_links_to_parent,452,904
application,sheet_handling,material,titanium,general_internal_link,903,903
engineering_concept,lightweight,application,custom_engineering,product_links_to_parent,451,902
engineering_concept,lightweight,engineering_concept,customizable,product_links_to_parent,451,902
engineering_concept,lightweight,material,aluminium,product_links_to_parent,450,900
product_family,morfblock,application,custom_engineering,general_internal_link,890,890
application,rope_management,application,custom_engineering,general_internal_link,889,889
material,titanium,product_family,dogbone,product_links_to_parent,444,888
application,sheet_handling,intent,commercial,general_internal_link,876,876
material,titanium,product_family,shackle,product_links_to_parent,438,876
material,titanium,application,low_friction_rigging,product_links_to_parent,436,872
material,titanium,engineering_concept,customizable,general_internal_link,869,869
product_family,morfblock,material,titanium,general_internal_link,862,862
material,titanium,product_family,powerfurl,product_links_to_parent,431,862
intent,commercial,product_family,padeye,general_internal_link,861,861
engineering_concept,breaking_load,application,sheet_handling,product_links_to_parent,430,860
engineering_concept,breaking_load,product_family,morfblock,product_links_to_parent,430,860
material,titanium,application,deck_attachment,product_links_to_parent,430,860
material,titanium,product_family,morfring,product_links_to_parent,430,860
material,titanium,product_family,padeye,product_links_to_parent,430,860
product_family,morfblock,intent,commercial,general_internal_link,854,854
engineering_concept,breaking_load,material,titanium,authority_supports_commercial,170,850
intent,brand,material,titanium,authority_supports_commercial,170,850
intent,technical,material,titanium,authority_supports_commercial,170,850
intent,commercial,engineering_concept,marine_hardware,general_internal_link,847,847
engineering_concept,low_friction,intent,brand,general_internal_link,842,842
engineering_concept,breaking_load,engineering_concept,customizable,general_internal_link,833,833
material,aluminium,intent,brand,general_internal_link,833,833
material,titanium,product_family,powerfurl,general_internal_link,817,817
engineering_concept,breaking_load,product_family,powerfurl,general_internal_link,815,815
engineering_concept,swl,intent,technical,general_internal_link,811,811
intent,brand,material,titanium,category_supports_product,200,800
intent,commercial,material,titanium,category_supports_product,200,800
application,sail_handling,intent,commercial,general_internal_link,797,797
engineering_concept,breaking_load,application,low_friction_rigging,product_links_to_parent,396,792
engineering_concept,breaking_load,product_family,shackle,product_links_to_parent,396,792
application,rope_management,engineering_concept,breaking_load,product_links_to_parent,395,790
engineering_concept,breaking_load,product_family,dogbone,product_links_to_parent,395,790
engineering_concept,lightweight,intent,technical,general_internal_link,788,788
application,sail_handling,application,sheet_handling,product_links_to_parent,393,786
application,sail_handling,product_family,morfblock,product_links_to_parent,393,786
application,low_friction_rigging,engineering_concept,breaking_load,general_internal_link,785,785
intent,technical,application,custom_engineering,general_internal_link,784,784
engineering_concept,breaking_load,product_family,powerfurl,product_links_to_parent,392,784
material,aluminium,material,titanium,product_links_to_parent,392,784
product_family,morfring,intent,brand,product_links_to_parent,391,782
engineering_concept,breaking_load,application,deck_attachment,product_links_to_parent,390,780
engineering_concept,breaking_load,product_family,morfring,product_links_to_parent,390,780
engineering_concept,breaking_load,product_family,padeye,product_links_to_parent,390,780
application,deck_attachment,material,titanium,product_links_to_parent,389,778
engineering_concept,breaking_load,intent,commercial,authority_supports_commercial,155,775
intent,brand,intent,commercial,authority_supports_commercial,155,775
intent,technical,intent,commercial,authority_supports_commercial,155,775
application,custom_engineering,intent,commercial,product_links_to_parent,386,772
product_family,powerfurl,application,low_friction_rigging,general_internal_link,769,769
application,rope_management,material,titanium,general_internal_link,765,765
material,titanium,application,sheet_handling,general_internal_link,762,762
application,low_friction_rigging,intent,technical,general_internal_link,753,753
engineering_concept,breaking_load,application,sheet_handling,general_internal_link,753,753
application,low_friction_rigging,application,custom_engineering,product_links_to_parent,376,752
application,low_friction_rigging,engineering_concept,customizable,product_links_to_parent,376,752
application,sheet_handling,engineering_concept,breaking_load,product_links_to_parent,376,752
product_family,powerfurl,engineering_concept,breaking_load,general_internal_link,751,751
application,low_friction_rigging,material,aluminium,product_links_to_parent,375,750
engineering_concept,swl,application,sail_handling,product_links_to_parent,374,748
engineering_concept,lightweight,engineering_concept,breaking_load,general_internal_link,737,737
application,sheet_handling,application,low_friction_rigging,general_internal_link,731,731
engineering_concept,lightweight,application,sail_handling,product_links_to_parent,364,728
product_family,morfblock,engineering_concept,breaking_load,product_links_to_parent,364,728
engineering_concept,high_load,material,titanium,general_internal_link,725,725
application,sail_handling,product_family,dogbone,product_links_to_parent,362,724
engineering_concept,high_load,application,low_friction_rigging,general_internal_link,721,721
application,sail_handling,application,low_friction_rigging,product_links_to_parent,360,720
engineering_concept,high_load,application,custom_engineering,product_links_to_parent,359,718
engineering_concept,high_load,engineering_concept,customizable,product_links_to_parent,359,718
engineering_concept,high_load,material,aluminium,product_links_to_parent,357,714
application,sail_handling,application,rope_management,general_internal_link,713,713
application,sail_handling,product_family,shackle,product_links_to_parent,356,712
application,sail_handling,product_family,powerfurl,product_links_to_parent,355,710
engineering_concept,swl,application,sheet_handling,product_links_to_parent,355,710
engineering_concept,swl,product_family,morfblock,product_links_to_parent,355,710
application,sail_handling,application,deck_attachment,product_links_to_parent,354,708
application,sail_handling,product_family,morfring,product_links_to_parent,354,708
application,sail_handling,product_family,padeye,product_links_to_parent,354,708
engineering_concept,swl,engineering_concept,breaking_load,general_internal_link,707,707
intent,technical,material,titanium,product_links_to_parent,353,706
material,titanium,application,furling_systems,general_internal_link,705,705
application,furling_systems,application,custom_engineering,general_internal_link,700,700
material,titanium,application,deck_attachment,general_internal_link,700,700
product_family,morfblock,application,low_friction_rigging,general_internal_link,699,699
application,sheet_handling,engineering_concept,breaking_load,general_internal_link,689,689
product_family,powerfurl,engineering_concept,breaking_load,product_links_to_parent,344,688
application,rope_management,application,low_friction_rigging,general_internal_link,684,684
intent,brand,engineering_concept,breaking_load,category_supports_product,169,676
intent,commercial,engineering_concept,breaking_load,category_supports_product,169,676
engineering_concept,breaking_load,application,deck_attachment,general_internal_link,674,674
engineering_concept,breaking_load,application,furling_systems,general_internal_link,674,674
product_family,morfring,intent,commercial,product_links_to_parent,331,662
product_family,morfblock,engineering_concept,breaking_load,general_internal_link,660,660
application,low_friction_rigging,intent,commercial,general_internal_link,656,656
intent,technical,material,titanium,general_internal_link,651,651
engineering_concept,swl,application,low_friction_rigging,product_links_to_parent,322,644
engineering_concept,lightweight,application,sheet_handling,product_links_to_parent,320,640
engineering_concept,lightweight,product_family,morfblock,product_links_to_parent,320,640
engineering_concept,swl,product_family,shackle,product_links_to_parent,318,636
material,titanium,engineering_concept,marine_hardware,general_internal_link,635,635
application,sail_handling,engineering_concept,customizable,general_internal_link,633,633
engineering_concept,swl,application,deck_attachment,product_links_to_parent,316,632
engineering_concept,swl,product_family,dogbone,product_links_to_parent,316,632
engineering_concept,swl,product_family,morfring,product_links_to_parent,316,632
engineering_concept,swl,product_family,padeye,product_links_to_parent,316,632
engineering_concept,swl,product_family,powerfurl,product_links_to_parent,316,632
engineering_concept,customizable,intent,brand,general_internal_link,629,629
intent,brand,application,sail_handling,category_supports_product,157,628
intent,commercial,application,sail_handling,category_supports_product,157,628
application,deck_attachment,application,custom_engineering,general_internal_link,622,622
engineering_concept,lightweight,product_family,dogbone,product_links_to_parent,311,622
engineering_concept,lightweight,product_family,shackle,product_links_to_parent,308,616
engineering_concept,lightweight,application,low_friction_rigging,product_links_to_parent,306,612
application,sail_handling,product_family,powerfurl,general_internal_link,611,611
material,titanium,product_family,dogbone,general_internal_link,606,606
product_family,powerfurl,intent,technical,general_internal_link,606,606
engineering_concept,breaking_load,engineering_concept,marine_hardware,general_internal_link,604,604
engineering_concept,high_load,intent,technical,general_internal_link,600,600
application,furling_systems,engineering_concept,breaking_load,product_links_to_parent,300,600
application,low_friction_rigging,application,sail_handling,product_links_to_parent,300,600
engineering_concept,lightweight,application,deck_attachment,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,morfring,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,padeye,product_links_to_parent,300,600
engineering_concept,lightweight,product_family,powerfurl,product_links_to_parent,300,600
material,ptfe,intent,brand,product_links_to_parent,299,598
product_family,dogbone,material,titanium,product_links_to_parent,299,598
product_family,morfring,intent,brand,general_internal_link,597,597
application,furling_systems,material,titanium,general_internal_link,596,596
material,titanium,intent,brand,authority_supports_commercial,119,595
engineering_concept,breaking_load,product_family,dogbone,general_internal_link,588,588
application,rope_management,application,custom_engineering,product_links_to_parent,293,586
application,rope_management,engineering_concept,customizable,product_links_to_parent,293,586
material,aluminium,application,custom_engineering,general_internal_link,583,583
application,rope_management,material,aluminium,product_links_to_parent,291,582
application,sheet_handling,intent,technical,general_internal_link,581,581
material,titanium,product_family,padeye,general_internal_link,580,580
intent,brand,engineering_concept,lightweight,category_supports_product,145,580
intent,commercial,engineering_concept,lightweight,category_supports_product,145,580
application,rope_management,engineering_concept,breaking_load,general_internal_link,578,578
intent,technical,engineering_concept,breaking_load,general_internal_link,572,572
intent,brand,engineering_concept,low_friction,general_internal_link,569,569
product_family,shackle,intent,brand,product_links_to_parent,284,568
intent,brand,product_family,morfring,general_internal_link,567,567
application,low_friction_rigging,application,sail_handling,general_internal_link,565,565
application,deck_attachment,material,titanium,general_internal_link,564,564
application,sail_handling,application,sheet_handling,general_internal_link,564,564
intent,technical,application,low_friction_rigging,general_internal_link,562,562
application,rope_management,intent,technical,general_internal_link,561,561
engineering_concept,lightweight,application,sail_handling,general_internal_link,559,559
engineering_concept,low_friction,material,titanium,product_links_to_parent,279,558
engineering_concept,breaking_load,product_family,padeye,general_internal_link,556,556
product_family,morfblock,intent,technical,general_internal_link,556,556
engineering_concept,high_load,application,sail_handling,product_links_to_parent,278,556
intent,commercial,engineering_concept,lightweight,product_links_to_parent,276,552
intent,commercial,engineering_concept,low_friction,product_links_to_parent,276,552
application,low_friction_rigging,application,sheet_handling,product_links_to_parent,275,550
application,low_friction_rigging,product_family,morfblock,product_links_to_parent,275,550
engineering_concept,lightweight,application,rope_management,general_internal_link,541,541
engineering_concept,swl,application,sail_handling,general_internal_link,541,541
intent,commercial,application,furling_systems,product_links_to_parent,270,540
intent,commercial,intent,support,product_links_to_parent,270,540
intent,commercial,material,stainless_steel,product_links_to_parent,270,540
intent,commercial,product_family,morfwing,product_links_to_parent,270,540
engineering_concept,swl,application,rope_management,general_internal_link,538,538
application,sail_handling,application,furling_systems,general_internal_link,536,536
intent,brand,engineering_concept,lightweight,product_links_to_parent,268,536
intent,brand,engineering_concept,low_friction,product_links_to_parent,268,536
application,furling_systems,application,low_friction_rigging,general_internal_link,534,534
application,custom_engineering,material,titanium,general_internal_link,529,529
engineering_concept,high_load,application,sheet_handling,product_links_to_parent,262,524
engineering_concept,high_load,product_family,morfblock,product_links_to_parent,262,524
intent,brand,application,furling_systems,product_links_to_parent,262,524
intent,brand,intent,support,product_links_to_parent,262,524
intent,brand,material,stainless_steel,product_links_to_parent,262,524
intent,brand,product_family,morfwing,product_links_to_parent,262,524
engineering_concept,high_load,engineering_concept,breaking_load,general_internal_link,523,523
application,sail_handling,application,deck_attachment,general_internal_link,522,522
product_family,powerfurl,application,sail_handling,general_internal_link,521,521
intent,brand,engineering_concept,swl,category_supports_product,130,520
intent,commercial,engineering_concept,swl,category_supports_product,130,520
product_family,powerfurl,application,custom_engineering,product_links_to_parent,259,518
product_family,powerfurl,engineering_concept,customizable,product_links_to_parent,259,518
engineering_concept,cnc_machining,intent,brand,product_links_to_parent,258,516
product_family,powerfurl,material,aluminium,product_links_to_parent,258,516
application,low_friction_rigging,product_family,shackle,product_links_to_parent,256,512
application,low_friction_rigging,product_family,dogbone,product_links_to_parent,255,510
application,sheet_handling,application,custom_engineering,product_links_to_parent,254,508
application,sheet_handling,engineering_concept,customizable,product_links_to_parent,254,508
intent,commercial,engineering_concept,low_friction,general_internal_link,507,507
material,ptfe,intent,commercial,product_links_to_parent,253,506
application,low_friction_rigging,application,rope_management,general_internal_link,505,505
intent,commercial,product_family,morfring,general_internal_link,505,505
application,sheet_handling,material,aluminium,product_links_to_parent,252,504
application,low_friction_rigging,application,deck_attachment,product_links_to_parent,250,500
application,low_friction_rigging,product_family,morfring,product_links_to_parent,250,500
application,low_friction_rigging,product_family,padeye,product_links_to_parent,250,500
application,low_friction_rigging,product_family,powerfurl,product_links_to_parent,250,500
intent,brand,application,low_friction_rigging,category_supports_product,125,500
intent,commercial,application,low_friction_rigging,category_supports_product,125,500
engineering_concept,breaking_load,product_family,morfblock,general_internal_link,498,498
material,titanium,product_family,morfblock,general_internal_link,496,496
product_family,dogbone,application,custom_engineering,general_internal_link,496,496
engineering_concept,high_load,product_family,dogbone,product_links_to_parent,245,490
product_family,morfblock,application,custom_engineering,product_links_to_parent,245,490
product_family,morfblock,engineering_concept,customizable,product_links_to_parent,245,490
engineering_concept,high_load,product_family,shackle,product_links_to_parent,244,488
material,aluminium,engineering_concept,breaking_load,product_links_to_parent,244,488
product_family,morfblock,material,aluminium,product_links_to_parent,243,486
product_family,shackle,intent,commercial,product_links_to_parent,242,484
application,sail_handling,engineering_concept,marine_hardware,general_internal_link,482,482
product_family,padeye,intent,brand,general_internal_link,481,481
application,deck_attachment,engineering_concept,breaking_load,product_links_to_parent,240,480
product_family,dogbone,material,titanium,general_internal_link,479,479
application,deck_attachment,application,low_friction_rigging,general_internal_link,477,477
application,sheet_handling,application,sail_handling,general_internal_link,476,476
engineering_concept,high_load,application,deck_attachment,product_links_to_parent,238,476
engineering_concept,high_load,application,low_friction_rigging,product_links_to_parent,238,476
engineering_concept,high_load,product_family,morfring,product_links_to_parent,238,476
engineering_concept,high_load,product_family,padeye,product_links_to_parent,238,476
engineering_concept,high_load,product_family,powerfurl,product_links_to_parent,238,476
engineering_concept,lightweight,intent,commercial,general_internal_link,474,474
engineering_concept,customizable,intent,brand,product_links_to_parent,236,472
product_family,shackle,intent,brand,general_internal_link,467,467
product_family,dogbone,intent,commercial,general_internal_link,466,466
material,aluminium,material,titanium,general_internal_link,465,465
engineering_concept,breaking_load,application,custom_engineering,authority_supports_commercial,93,465
engineering_concept,breaking_load,engineering_concept,customizable,authority_supports_commercial,93,465
engineering_concept,breaking_load,material,aluminium,authority_supports_commercial,93,465
intent,brand,application,custom_engineering,authority_supports_commercial,93,465
intent,brand,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,brand,engineering_concept,customizable,authority_supports_commercial,93,465
intent,brand,material,aluminium,authority_supports_commercial,93,465
intent,technical,application,custom_engineering,authority_supports_commercial,93,465
intent,technical,engineering_concept,breaking_load,authority_supports_commercial,93,465
intent,technical,engineering_concept,customizable,authority_supports_commercial,93,465
intent,technical,material,aluminium,authority_supports_commercial,93,465
application,rope_management,intent,commercial,general_internal_link,464,464
engineering_concept,lightweight,engineering_concept,customizable,general_internal_link,460,460
application,low_friction_rigging,product_family,powerfurl,general_internal_link,458,458
application,rope_management,application,sail_handling,product_links_to_parent,229,458
application,furling_systems,engineering_concept,breaking_load,general_internal_link,456,456
product_family,morfblock,application,sail_handling,general_internal_link,455,455
application,low_friction_rigging,engineering_concept,customizable,general_internal_link,454,454
application,sail_handling,product_family,dogbone,general_internal_link,452,452
application,furling_systems,application,custom_engineering,product_links_to_parent,226,452
application,furling_systems,engineering_concept,customizable,product_links_to_parent,226,452
application,furling_systems,material,aluminium,product_links_to_parent,225,450
intent,technical,engineering_concept,breaking_load,product_links_to_parent,224,448
application,sheet_handling,product_family,powerfurl,general_internal_link,446,446
product_family,powerfurl,application,rope_management,general_internal_link,444,444
material,titanium,engineering_concept,lightweight,product_links_to_parent,221,442
material,titanium,engineering_concept,low_friction,product_links_to_parent,221,442
engineering_concept,cnc_machining,intent,commercial,product_links_to_parent,220,440
application,furling_systems,intent,technical,general_internal_link,439,439
application,deck_attachment,engineering_concept,breaking_load,general_internal_link,437,437
engineering_concept,swl,engineering_concept,customizable,general_internal_link,437,437
application,sail_handling,product_family,padeye,general_internal_link,436,436
application,custom_engineering,material,titanium,product_links_to_parent,217,434
product_family,morfblock,product_family,powerfurl,general_internal_link,433,433
material,aluminium,application,low_friction_rigging,general_internal_link,432,432
application,deck_attachment,intent,commercial,general_internal_link,430,430
material,titanium,application,furling_systems,product_links_to_parent,215,430
material,titanium,intent,support,product_links_to_parent,215,430
material,titanium,material,stainless_steel,product_links_to_parent,215,430
material,titanium,product_family,morfwing,product_links_to_parent,215,430
product_family,powerfurl,engineering_concept,customizable,general_internal_link,429,429
product_family,powerfurl,application,sheet_handling,general_internal_link,428,428
engineering_concept,low_friction,application,custom_engineering,general_internal_link,427,427
application,rope_management,application,sail_handling,general_internal_link,426,426
material,titanium,intent,commercial,authority_supports_commercial,85,425
intent,brand,engineering_concept,high_load,category_supports_product,105,420
intent,commercial,engineering_concept,high_load,category_supports_product,105,420
engineering_concept,lightweight,product_family,powerfurl,general_internal_link,418,418
application,sheet_handling,product_family,morfblock,product_links_to_parent,208,416
product_family,padeye,intent,brand,product_links_to_parent,208,416
