priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
HIGH,dogbone,dog bone sailing,https://www.morfrac.com/dogbone,5.0,0.0,3.5,3.5,6.8,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,111.0
HIGH,padeye,cancamo pasante,https://www.morfrac.com/es/padeye,8.0,0.0,2.5,2.5,8.75,commercial,landing,serp_ctr_gap; short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,75,101.0
HIGH,general,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,22.0,0.0,4.0,4.0,5.18,commercial,blog,missing_meta; serp_ctr_gap; short_title,Farr X2 For Sale Technical Guide | MORFRAC,42,"Technical information from MORFRAC about farr x2 for sale, with engineering context, marine applications and practical performance sailing insights.",148,75,100.0
MEDIUM,dogbone,dog bone rigging,https://www.morfrac.com/dogbone,7.0,0.0,10.0,10.0,2.57,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,86.0
HIGH,general,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,47.0,2.13,3.5,1.37,6.89,commercial,blog,missing_meta; short_title,Farr X2 Technical Guide | MORFRAC,33,"Technical information from MORFRAC about farr x2, with engineering context, marine applications and practical performance sailing insights.",139,60,90.0
MEDIUM,dogbone,dogbones,https://www.morfrac.com/es/dogbone,34.0,0.0,0.8,0.8,17.59,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,60,81.0
HIGH,dogbone,dog bone connection,https://www.morfrac.com/dogbone,6.0,0.0,1.0,1.0,10.83,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,91.0
MEDIUM,morfblock,mor 004,https://www.morfrac.com/shop/morfblock-light-4-p-12338,6.0,0.0,1.0,1.0,13.5,product_code,product,long_title,Morfblock Lightweight Sailing Blocks | MORFRAC,46,"MORFRAC Morfblock sailing blocks combine lightweight construction, high-load capability and clean textile integration for performance marine hardware systems.",158,45,76.0
MEDIUM,dogbone,sailing dogbone,https://www.morfrac.com/dogbone,44.0,2.27,0.6,-1.67,29.2,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,71.0
LOW,dogbone,dogbone joint,https://www.morfrac.com/dogbone,41.0,0.0,0.2,0.2,84.98,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,66.0
LOW,general,helice de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,34.0,0.0,7.0,7.0,3.56,unknown,blog,missing_meta; serp_ctr_gap; short_title,Helice De Proa Technical Guide | MORFRAC,40,"Technical information from MORFRAC about helice de proa, with engineering context, marine applications and practical performance sailing insights.",146,35,55.0
LOW,general,helices de proa,https://www.morfrac.com/es/blog/historias-4/helice-de-proa-9,8.0,0.0,10.0,10.0,2.12,unknown,blog,missing_meta; serp_ctr_gap; short_title,Helices De Proa Technical Guide | MORFRAC,41,"Technical information from MORFRAC about helices de proa, with engineering context, marine applications and practical performance sailing insights.",147,20,45.0
