priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
HIGH,dogbone,dogbone sailing,https://www.morfrac.com/dogbone,5.0,0.0,3.5,3.5,6.8,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,75,105
HIGH,dogbone,dog bone,https://www.morfrac.com/es/dogbone,17.0,0.0,2.5,2.5,8.29,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,95
MEDIUM,dogbone,dogbones,https://www.morfrac.com/es/dogbone,23.0,0.0,10.0,10.0,2.52,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,80
MEDIUM,dogbone,dogbone rigging,https://www.morfrac.com/dogbone,15.0,0.0,7.0,7.0,3.87,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,80
MEDIUM,dogbone,dog bones,https://www.morfrac.com/es/dogbone,5.0,0.0,7.0,7.0,3.6,commercial,landing,serp_ctr_gap; short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,65,80
MEDIUM,general,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,59.0,3.39,3.0,-0.3900000000000001,7.8,commercial,blog,missing_meta; short_title,Farr X2 Technical Guide | MORFRAC,33,"Technical information from MORFRAC about farr x2, with engineering context, marine applications and practical performance sailing insights.",139,60,80
MEDIUM,dogbone,dogbone carriers,https://www.morfrac.com/dogbone,16.0,0.0,1.0,1.0,14.56,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,dogbone,dog bone shackle,https://www.morfrac.com/dogbone,22.0,4.55,1.0,-3.55,11.23,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
MEDIUM,shackle,titanium shackles,https://www.morfrac.com/shackle,10.0,10.0,2.0,-8.0,9.2,commercial,landing,short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,45,75
MEDIUM,dogbone,dogbone shackle,https://www.morfrac.com/dogbone,6.0,16.67,5.0,-11.670000000000002,4.5,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
MEDIUM,dogbone,dog bone soft shackle,https://www.morfrac.com/dogbone,6.0,16.67,2.0,-14.670000000000002,9.33,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
LOW,dogbone,dogbone joint,https://www.morfrac.com/dogbone,62.0,0.0,0.2,0.2,46.03,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,60
LOW,general,conurban marine,https://www.morfrac.com/partner,7.0,0.0,3.0,3.0,8.0,unknown,other,serp_ctr_gap,Conurban Marine | MORFRAC,25,"Explore MORFRAC solutions for conurban marine, engineered for high-performance sailing hardware, technical reliability and clean marine system integration.",155,20,55
LOW,general,custom efl frames,https://www.morfrac.com/custom,37.0,0.0,0.2,0.2,48.86,unknown,other,short_title,Custom Efl Frames | MORFRAC,27,"Explore MORFRAC solutions for custom efl frames, engineered for high-performance sailing hardware, technical reliability and clean marine system integration.",157,15,20
