priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
MEDIUM,padeye,deck pad eye,https://www.morfrac.com/padeye,17.0,0.0,7.0,7.0,3.47,commercial,landing,serp_ctr_gap; short_title,Padeyes for High-Performance Sailing Hardware | MORFRAC,55,"MORFRAC padeyes for performance sailing applications, including lightweight deck hardware solutions engineered for strength, reliability and clean integration.",159,65,80
MEDIUM,dogbone,dogbones,https://www.morfrac.com/dogbone,39.0,2.56,1.0,-1.56,13.13,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,60,85
HIGH,morfring,70xl,https://www.morfrac.com/shop/morfring-70xl-ptfe-friction-ring-12484,6.0,0.0,1.0,1.0,13.0,product_code,product,missing_meta; short_title,Morfring Friction Rings for Sailing Systems | MORFRAC,53,"MORFRAC Morfring friction rings provide lightweight, low-maintenance solutions for textile rigging, control lines and high-performance sailing systems.",151,45,90
MEDIUM,dogbone,dogbone carriers,https://www.morfrac.com/dogbone,16.0,0.0,1.0,1.0,13.06,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,shackle,custom shackles,https://www.morfrac.com/shackle,14.0,0.0,1.0,1.0,10.86,commercial,landing,short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,45,85
MEDIUM,dogbone,dog bone soft shackle,https://www.morfrac.com/dogbone,7.0,0.0,1.0,1.0,10.29,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,dogbone,dog bone shackle,https://www.morfrac.com/dogbone,5.0,0.0,1.0,1.0,10.6,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,general,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,7.0,0.0,1.0,1.0,10.71,commercial,blog,missing_meta; short_title,Farr X2 For Sale Technical Guide | MORFRAC,42,"Technical information from MORFRAC about farr x2 for sale, with engineering context, marine applications and practical performance sailing insights.",148,45,80
MEDIUM,dogbone,dog bone rigging,https://www.morfrac.com/dogbone,23.0,4.35,5.0,0.6500000000000004,4.48,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
LOW,dogbone,dogbone joint,https://www.morfrac.com/dogbone,59.0,0.0,0.2,0.2,43.27,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,60
LOW,general,comparison of stainless steel vs. titanium hardware for boats?,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,5.0,0.0,5.0,5.0,4.4,unknown,blog,long_meta; long_title; serp_ctr_gap,Comparison Of Stainless Steel Vs. Titanium Hardware For Boats? Technical Guide | MORFRAC,88,"Technical information from MORFRAC about comparison of stainless steel vs. titanium hardware for boats?, with engineering context, marine applications and practical performance sailing insights.",194,20,50
LOW,general,conurban marine,https://www.morfrac.com/partner,6.0,0.0,2.5,2.5,8.33,unknown,other,serp_ctr_gap,Conurban Marine | MORFRAC,25,"Explore MORFRAC solutions for conurban marine, engineered for high-performance sailing hardware, technical reliability and clean marine system integration.",155,20,45
LOW,general,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,13.0,0.0,7.0,7.0,3.92,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminum Vs Titanium Vs Stainless Steel Technical Guide | MORFRAC,65,"Technical information from MORFRAC about aluminum vs titanium vs stainless steel, with engineering context, marine applications and practical performance sailing insights.",171,20,25
LOW,general,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,8.0,0.0,7.0,7.0,3.5,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminium Vs Stainless Steel Vs Titanium Technical Guide | MORFRAC,66,"Technical information from MORFRAC about aluminium vs stainless steel vs titanium, with engineering context, marine applications and practical performance sailing insights.",172,20,25
