url,final_url,status_code,load_time_seconds,error,title,title_length,meta_description,meta_description_length,canonical,robots,indexable,page_type,business_priority,authority_value,commercial_relevance,likely_noise,h1_count,h1,h2_count,word_count,image_count,images_missing_alt,internal_link_count,external_link_count,issue_count,issues,commercial_seo_score
https://www.morfrac.com/about,https://www.morfrac.com/about,200.0,0.57,,About | MORFRAC,15,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/about,,True,general,medium,medium,medium,low,2,MORFRAC,10,953,20,4,28,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/blog,https://www.morfrac.com/blog,200.0,0.52,,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",57,"MORFRAC stories, product launches, regattas, yacht engineering projects and insights into high performance sailing hardware.",124,https://www.morfrac.com/blog,,True,general,medium,medium,medium,low,1,,9,977,20,4,56,3,1,Images missing alt text,8
https://www.morfrac.com/contactus,https://www.morfrac.com/contactus,200.0,0.5,,Contact Us | MORFRAC,20,"Reach out to MORFRAC SYSTEMS. Our team is ready to assist you with cutting-edge hardware, innovative solutions and tailored support.",132,https://www.morfrac.com/contactus,,True,general,medium,medium,medium,low,2,Contact us,10,260,17,9,28,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/cookie,https://www.morfrac.com/cookie,404.0,1.28,,Page Not Found | MORFRAC,24,,0,https://www.morfrac.com/cookie,,False,system,ignore,low,low,high,2,Error 404,10,243,19,9,28,4,5,Non-200 status; Short title; Missing meta description; Multiple H1; Images missing alt text,-1
https://www.morfrac.com/custom,https://www.morfrac.com/custom,200.0,2.86,,Custom. | MORFRAC,17,"CUSTOM. | Custom furler | Custom block | Custom dogbone | Custom padeye | Custom parts for sailing yacht | Custom, for you!",123,https://www.morfrac.com/custom,,True,general,medium,medium,medium,low,8,custom. | YOUR WAY. | YOUR WAY.,21,1294,37,2,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/disclaimer,https://www.morfrac.com/disclaimer,200.0,0.48,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/disclaimer,,True,system,ignore,low,low,high,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/dogbone,https://www.morfrac.com/dogbone,200.0,0.47,,dogbones. | MORFRAC,19,DOGBONE. | Secure and Seamless Textile Connection | Hard anodized Aluminium + PFTE | Titanium | Custom shapes and materials | For you!,134,https://www.morfrac.com/dogbone,,True,product,high,high,high,low,17,dogbone. | YOUR LINK. | YOUR LINK.,25,747,29,1,29,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es,https://www.morfrac.com/es,200.0,0.58,,MORFRAC - Herrajes para Yates y Soluciones a Medida,51,"Descubre poleas, almacenadores y accesorios de MORFRAC. Diseño y fabricación a medida. Compra en línea 24/7.",108,https://www.morfrac.com/es,,True,general,medium,medium,medium,low,6,más para tu proyecto. ​ | más para tu barco. | MORFRAC,12,494,21,1,28,3,2,Multiple H1; Images missing alt text,10
https://www.morfrac.com/morfblock,https://www.morfrac.com/morfblock,200.0,0.52,,morfblock. | MORFRAC,20,"MORFBLOCK. | The block with the best working load/weight ratio of the market | Simplicity, Reliability, Performance. | Made for your yacht!",139,https://www.morfrac.com/morfblock,,True,product,high,high,high,low,4,morfblock. | YOUR BLOCK. | get your morfblock.,33,1325,52,4,33,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/morfring,https://www.morfrac.com/morfring,200.0,0.66,,morfring. | MORFRAC,19,MORFRING. | Low friction rings | Hard black anodized Aluminium + PFTE | Stainless steel and Titanium on demand | Made for you!,126,https://www.morfrac.com/morfring,,True,general,medium,medium,medium,low,6,morfring. | SMOOOOOTH. | SMOOOOOTH.,21,845,28,3,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/morfwing,https://www.morfrac.com/morfwing,200.0,0.64,,morfwing. | MORFRAC,19,"MORFWING. | Semi Rigid Wing | Twin Skin Soft Wing Sail | Superior aerodynamic control, durability, and versatility for any sailing condition | Leave them behind!",161,https://www.morfrac.com/morfwing,,True,product,high,high,high,low,4,morfwing. | YOUR POWER. | get your morfwing.,30,1641,44,1,31,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/padeye,https://www.morfrac.com/padeye,200.0,0.81,,padeyes. | MORFRAC,18,PADEYE. | Anchored to your deck | For your powerboat and sailboat | Aluminium and Titanium | Through-deck or stick-on | Made for you!,133,https://www.morfrac.com/padeye,,True,product,high,high,high,low,6,padeye. | YOUR ATTACHMENT. | YOUR ATTACHMENT.,23,1327,36,1,29,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/partner,https://www.morfrac.com/partner,200.0,2.2,,Friends and Partners  |  MORFRAC,32,"Let´s make it better, together!, Become part of the MORFRAC network and enhance your projects!",94,https://www.morfrac.com/partner,,True,system,ignore,low,low,high,2,PARTNERS,11,620,46,7,29,3,2,Multiple H1; Images missing alt text,-12
https://www.morfrac.com/powerfurl,https://www.morfrac.com/powerfurl,200.0,0.52,,powerfurl. | MORFRAC,20,"Powerfurl. | Morfrac's furling systems for flying sails | Ideal for Code 0, Asymmetric spinnaker and for your boat! | Simplicity, Reliability, Performance.",155,https://www.morfrac.com/powerfurl,,True,product,high,high,high,low,6,powerfurl. | YOUR FURLER. | powerfurl.[custom],31,1530,46,1,33,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/privacy,https://www.morfrac.com/privacy,200.0,0.45,,Privacy | MORFRAC,17,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/privacy,,True,system,ignore,low,low,high,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/returns,https://www.morfrac.com/returns,200.0,0.46,,Return Policy | MORFRAC,23,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/returns,,True,system,ignore,low,low,high,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/shackle,https://www.morfrac.com/shackle,200.0,0.53,,Ti-shackles. | MORFRAC,22,Ti-shackle. | Titanium d-shackle | High-Resistance Shackles | Lightweight and Reliable Connection | 3 sizes + Custom | For you!,127,https://www.morfrac.com/shackle,,True,general,medium,medium,medium,low,6,Ti-shackle. | YOUR CONNECTION | YOUR CONNECTION,21,575,24,1,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/shipping,https://www.morfrac.com/shipping,200.0,0.44,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/shipping,,True,general,medium,medium,medium,low,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,16
https://www.morfrac.com/shop,https://www.morfrac.com/shop,200.0,0.55,,MORFRAC Online Shop | High Performance Sailing Hardware,55,"High performance sailing hardware by MORFRAC: furling systems, sailing blocks, reelers, dogbones, friction rings, padeyes and lightweight deck hardware.",152,https://www.morfrac.com/shop,,True,general,medium,medium,medium,low,4,[shop] | MORFRAC [shop] | All products,29,611,40,1,81,3,2,Multiple H1; Images missing alt text,10
https://www.morfrac.com/shop/category/powerfurl-1,https://www.morfrac.com/shop/category/powerfurl-1,200.0,0.57,,Shop | powerfurl. | MORFRAC,27,Shop powerfurl. directly from our website 24/7 | Best price guaranteed | Chat with us for free advice and support | Free Shipping to your yacht,143,https://www.morfrac.com/shop/category/powerfurl-1,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | powerfurl.,27,581,41,1,81,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/shop/wishlist,https://www.morfrac.com/shop/wishlist,200.0,0.45,,Shop Wishlist | MORFRAC,23,,0,https://www.morfrac.com/shop/wishlist,,True,system,ignore,low,low,high,2,My Wishlist,0,159,9,1,28,3,5,Short title; Missing meta description; Multiple H1; Thin content; Images missing alt text,-3
https://www.morfrac.com/solutions,https://www.morfrac.com/solutions,200.0,0.51,,Engineering and Manufacturing | MORFRAC,39,"SOLUTIONS. | Bespoke engineering and turnkey solutions for the marine industry. From concept to completion, MORFRAC delivers expert design, manufacturing, and project management tailored to your needs.",201,https://www.morfrac.com/solutions,,True,general,medium,medium,medium,low,9,solutions. | WE LISTEN. | WE LISTEN.,15,1161,25,1,29,3,3,Long meta description; Multiple H1; Images missing alt text,11
https://www.morfrac.com/terms-conditions,https://www.morfrac.com/terms-conditions,200.0,0.47,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/terms-conditions,,True,system,ignore,low,low,high,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/use,https://www.morfrac.com/use,200.0,0.44,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/use,,True,general,medium,medium,medium,low,2,MORFRAC,10,223,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,16
https://www.morfrac.com/website/social/instagram,https://www.instagram.com/morfracsystems/,200.0,1.21,,𝗠𝗢𝗥𝗙𝗥𝗔𝗖 (@morfracsystems) • Instagram photos and videos,55,"1,335 Followers, 602 Following, 149 Posts - 𝗠𝗢𝗥𝗙𝗥𝗔𝗖 (@morfracsystems) on Instagram: ""𝗺𝗼𝗿𝗲 𝗳𝗼𝗿 𝘆𝗼𝘂𝗿 𝗯𝗼𝗮𝘁.
COOL GEAR • SMART ENGINEERING
open 24/7 ↓""",147,https://www.instagram.com/morfracsystems/,"noarchive, noimageindex",True,system,ignore,low,low,high,0,,0,0,2,2,0,0,4,Missing H1; Thin content; Images missing alt text; Weak internal linking,-4
https://www.morfrac.com/website/social/linkedin,https://www.linkedin.com/company/morfrac,200.0,5.1,,MORFRAC | LinkedIn,18,"MORFRAC | 702 followers on LinkedIn. [Complexity, made simple] | At MORFRAC, we specialise in making the complex simple for you. 

Whether you&#39;re a passionate yacht owner, expert captain, yacht designer, or skilled project manager, we&#39;re here to streamline your processes and make your life easier.

We address your current challenges, anticipate future issues, and deliver top-tier engineering solutions with comprehensive project support every step of the way.",470,https://es.linkedin.com/company/morfrac,"max-image-preview:large, noarchive",True,system,ignore,low,low,high,1,MORFRAC,10,818,31,19,0,78,4,Short title; Long meta description; Images missing alt text; Weak internal linking,-7
https://www.morfrac.com/shop/category/dogbone-25,https://www.morfrac.com/shop/category/dogbone-25,200.0,0.66,,dogbone. | MORFRAC,18,,0,https://www.morfrac.com/shop/category/dogbone-25,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | dogbone.,25,537,32,1,75,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/shop/category/mloop-34,https://www.morfrac.com/shop/category/mloop-34,200.0,0.67,,mloop. | MORFRAC,16,,0,https://www.morfrac.com/shop/category/mloop-34,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | mloop.,13,411,19,1,63,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/shop/category/morfblock-17,https://www.morfrac.com/shop/category/morfblock-17,200.0,0.9,,morfblock. | MORFRAC,20,,0,https://www.morfrac.com/shop/category/morfblock-17,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | morfblock.,28,645,32,1,79,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/shop/category/morfring-26,https://www.morfrac.com/shop/category/morfring-26,200.0,0.7,,morfring. | MORFRAC,19,,0,https://www.morfrac.com/shop/category/morfring-26,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | morfring.,23,515,38,1,73,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/shop/category/padeye-27,https://www.morfrac.com/shop/category/padeye-27,200.0,0.56,,padeye. | MORFRAC,17,,0,https://www.morfrac.com/shop/category/padeye-27,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | padeye.,19,474,29,1,69,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/shop/category/shackle-24,https://www.morfrac.com/shop/category/ti-shackle-24,200.0,0.57,,Ti-shackle. | MORFRAC,21,,0,https://www.morfrac.com/shop/category/ti-shackle-24,,True,product,high,high,high,low,4,[shop] | MORFRAC [shop] | Ti-shackle.,15,444,23,1,65,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/terms,https://www.morfrac.com/terms,200.0,0.52,,HTTP Error | MORFRAC,20,,0,https://www.morfrac.com/terms,,True,system,ignore,low,low,high,2,"Oops: The requested page is invalid, or doesn't exist anymore.",0,162,9,1,29,3,5,Short title; Missing meta description; Multiple H1; Thin content; Images missing alt text,-3
https://www.morfrac.com/es/about,https://www.morfrac.com/es/about,200.0,0.67,,Sobre Nosotros | MORFRAC,24,"Innovando en el sector náutico con acastillaje inteligente, fiable y soluciones a medida. ¡Descubre de dónde viene MORFRAC y cuál es nuestro rumbo",146,https://www.morfrac.com/es/about,,True,general,medium,medium,medium,low,2,MORFRAC,10,1045,20,4,28,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/es/blog,https://www.morfrac.com/es/blog,200.0,0.55,,"MORFRAC Blog | Sailing News, Projects & Yacht Engineering",57,"MORFRAC stories, product launches, regattas, yacht engineering projects and insights into high performance sailing hardware.",124,https://www.morfrac.com/es/blog,,True,general,medium,medium,medium,low,1,,9,993,20,4,56,3,1,Images missing alt text,8
https://www.morfrac.com/es/contactus,https://www.morfrac.com/es/contactus,200.0,0.46,,Contact Us | MORFRAC,20,"Reach out to MORFRAC SYSTEMS. Our team is ready to assist you with cutting-edge hardware, innovative solutions and tailored support.",132,https://www.morfrac.com/es/contactus,,True,general,medium,medium,medium,low,2,Contáctenos,10,258,17,9,28,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/es/cookie,https://www.morfrac.com/es/cookie,404.0,0.45,,Page Not Found | MORFRAC,24,,0,https://www.morfrac.com/es/cookie,,False,system,ignore,low,low,high,2,Error 404,10,237,19,9,28,4,5,Non-200 status; Short title; Missing meta description; Multiple H1; Images missing alt text,-1
https://www.morfrac.com/es/custom,https://www.morfrac.com/es/custom,200.0,0.5,,Custom. | MORFRAC,17,"CUSTOM. | Custom furler | Custom block | Custom dogbone | Custom padeye | Custom parts for sailing yacht | Custom, for you!",123,https://www.morfrac.com/es/custom,,True,general,medium,medium,medium,low,8,custom. | A TU MANERA. | YOUR WAY.,21,1432,37,2,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/es/disclaimer,https://www.morfrac.com/es/disclaimer,200.0,0.47,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/es/disclaimer,,True,system,ignore,low,low,high,2,MORFRAC,10,220,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/es/dogbone,https://www.morfrac.com/es/dogbone,200.0,0.49,,dogbones. | MORFRAC,19,DOGBONE. | Secure and Seamless Textile Connection | Hard anodized Aluminium + PFTE | Titanium | Custom shapes and materials | For you!,134,https://www.morfrac.com/es/dogbone,,True,product,high,high,high,low,18,dogbone. | EL ENLACE PERFECTO. | EL ENLACE PERFECTO.,24,803,29,1,29,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es/morfblock,https://www.morfrac.com/es/morfblock,200.0,0.54,,morfblock. | MORFRAC,20,"MORFBLOCK. | The block with the best working load/weight ratio of the market | Simplicity, Reliability, Performance. | Made for your yacht!",139,https://www.morfrac.com/es/morfblock,,True,product,high,high,high,low,6,morfblock. | TU POLEA. | morfblock.[custom],30,1433,52,4,33,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es/morfring,https://www.morfrac.com/es/morfring,200.0,0.64,,morfring. | MORFRAC,19,MORFRING. | Low friction rings | Hard black anodized Aluminium + PFTE | Stainless steel and Titanium on demand | Made for you!,126,https://www.morfrac.com/es/morfring,,True,general,medium,medium,medium,low,6,morfring. | SUAAAAAVE. | SMOOOOOTH.,21,860,28,3,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/es/morfwing,https://www.morfrac.com/es/morfwing,200.0,0.51,,morfwing. | MORFRAC,19,"MORFWING. | Semi Rigid Wing | Twin Skin Soft Wing Sail | Superior aerodynamic control, durability, and versatility for any sailing condition | Leave them behind!",161,https://www.morfrac.com/es/morfwing,,True,product,high,high,high,low,4,"morfwing. | PODER, EN TUS MANOS. | Llévate tu morfwing.",30,1637,44,1,31,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es/padeye,https://www.morfrac.com/es/padeye,200.0,0.52,,padeyes. | MORFRAC,18,PADEYE. | Anchored to your deck | For your powerboat and sailboat | Aluminium and Titanium | Through-deck or stick-on | Made for you!,133,https://www.morfrac.com/es/padeye,,True,product,high,high,high,low,6,padeye. | TU ANCLAJE. | OUR ATTACHMENT.,23,1473,36,1,29,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es/partner,https://www.morfrac.com/es/partner,200.0,0.52,,Friends and Partners  |  MORFRAC,32,"Let´s make it better, together!, Become part of the MORFRAC network and enhance your projects!",94,https://www.morfrac.com/es/partner,,True,system,ignore,low,low,high,2,PARTNERS,11,614,46,7,29,3,2,Multiple H1; Images missing alt text,-12
https://www.morfrac.com/es/powerfurl,https://www.morfrac.com/es/powerfurl,200.0,0.52,,powerfurl. | Sistemas de Enrollado de Calidad para Velas | MORFRAC,66,"Powerfurl. | Los sistemas de enrollado MORFRAC para velas volantes. | Ideal para tu Código 0, Asimétrico y Gennaker | Simplicidad, fiabilidad y prestaciones.",157,https://www.morfrac.com/es/powerfurl,,True,product,high,high,high,low,6,powerfurl. | TU FURLER. | powerfurl.[custom],31,1648,46,1,34,3,3,Long title; Multiple H1; Images missing alt text,18
https://www.morfrac.com/es/privacy,https://www.morfrac.com/es/privacy,200.0,0.46,,Privacy | MORFRAC,17,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/es/privacy,,True,system,ignore,low,low,high,2,MORFRAC,10,219,17,9,36,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/es/returns,https://www.morfrac.com/es/returns,200.0,0.49,,Return Policy | MORFRAC,23,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/es/returns,,True,system,ignore,low,low,high,2,MORFRAC,10,220,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,-6
https://www.morfrac.com/es/shackle,https://www.morfrac.com/es/shackle,200.0,0.52,,Ti-shackles. | MORFRAC,22,Ti-shackle. | Titanium d-shackle | High-Resistance Shackles | Lightweight and Reliable Connection | 3 sizes + Custom | For you!,127,https://www.morfrac.com/es/shackle,,True,general,medium,medium,medium,low,6,Ti-shackle. | TU GRILLETE | TU GRILLETE,21,630,24,1,29,3,3,Short title; Multiple H1; Images missing alt text,13
https://www.morfrac.com/es/shipping,https://www.morfrac.com/es/shipping,200.0,0.44,,T&C | MORFRAC,13,"Innovating the yachting industry with smart, reliable, customizable hardware. Learn where MORFRAC comes from and where is headed!",129,https://www.morfrac.com/es/shipping,,True,general,medium,medium,medium,low,2,MORFRAC,10,220,17,9,29,3,4,Short title; Multiple H1; Thin content; Images missing alt text,16
https://www.morfrac.com/es/shop,https://www.morfrac.com/es/shop,200.0,0.55,,MORFRAC Online Shop | High Performance Sailing Hardware,55,"High performance sailing hardware by MORFRAC: furling systems, sailing blocks, reelers, dogbones, friction rings, padeyes and lightweight deck hardware.",152,https://www.morfrac.com/es/shop,,True,general,medium,medium,medium,low,4,[shop] ​ | [shop] ​ | Todos los productos,29,646,40,1,81,3,2,Multiple H1; Images missing alt text,10
https://www.morfrac.com/es/shop/category/dogbone-25,https://www.morfrac.com/es/shop/category/dogbone-25,200.0,0.76,,dogbone. | MORFRAC,18,,0,https://www.morfrac.com/es/shop/category/dogbone-25,,True,product,high,high,high,low,4,[shop] ​ | [shop] ​ | dogbone.,25,567,32,1,75,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/es/shop/category/morfring-26,https://www.morfrac.com/es/shop/category/morfring-26,200.0,0.8,,morfring. | MORFRAC,19,,0,https://www.morfrac.com/es/shop/category/morfring-26,,True,product,high,high,high,low,4,[shop] ​ | [shop] ​ | morfring.,23,541,38,1,73,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/es/shop/category/padeye-27,https://www.morfrac.com/es/shop/category/padeye-27,200.0,0.52,,padeye. | MORFRAC,17,,0,https://www.morfrac.com/es/shop/category/padeye-27,,True,product,high,high,high,low,4,[shop] ​ | [shop] ​ | padeye.,19,492,29,1,69,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/es/shop/category/powerfurl-1,https://www.morfrac.com/es/shop/category/powerfurl-1,200.0,1.63,,Shop | powerfurl. | MORFRAC,27,Shop powerfurl. directly from our website 24/7 | Best price guaranteed | Chat with us for free advice and support | Free Shipping to your yacht,143,https://www.morfrac.com/es/shop/category/powerfurl-1,,True,product,high,high,high,low,4,[shop] ​ | [shop] ​ | powerfurl.,27,615,41,1,81,3,3,Short title; Multiple H1; Images missing alt text,19
https://www.morfrac.com/es/shop/category/shackle-24,https://www.morfrac.com/es/shop/category/ti-shackle-24,200.0,1.68,,Ti-shackle. | MORFRAC,21,,0,https://www.morfrac.com/es/shop/category/ti-shackle-24,,True,product,high,high,high,low,4,[shop] ​ | [shop] ​ | Ti-shackle.,15,454,23,1,65,3,4,Short title; Missing meta description; Multiple H1; Images missing alt text,22
https://www.morfrac.com/es/shop/wishlist,https://www.morfrac.com/es/shop/wishlist,200.0,0.49,,Lista de deseos de la tienda | MORFRAC,38,,0,https://www.morfrac.com/es/shop/wishlist,,True,system,ignore,low,low,high,2,Mi lista de deseos,0,159,9,1,28,3,4,Missing meta description; Multiple H1; Thin content; Images missing alt text,-6
