url,title,h1,page_type,page_role,business_priority,commercial_relevance,authority_value,word_count,manual_topic_label,semantic_cluster_id,clicks,impressions,seo_priority_score
https://www.morfrac.com/shop/category/mloop-34,mloop. | MORFRAC,[shop] | MORFRAC [shop] | mloop.,product,category,high,high,high,411,mloop,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-17,morfblock. | MORFRAC,[shop] | MORFRAC [shop] | morfblock.,product,category,high,high,high,645,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblock-light-18,morfblock.[LIGHT] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[LIGHT],product,category,high,high,high,572,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblock-ultra-38,morfblock.[MAX] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[MAX],product,category,high,high,high,494,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblock-wood-20,morfblock.[WOOD] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[WOOD],product,category,high,high,high,506,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblock-xl-21,morfblock.[XL] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[XL],product,category,high,high,high,538,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblocklight-18,morfblock.[LIGHT] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[LIGHT],product,category,high,high,high,572,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblockmax-38,morfblock.[MAX] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[MAX],product,category,high,high,high,494,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblocksnatch-19,morfblock.[SNATCH] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[SNATCH],product,category,high,high,high,405,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblockwood-20,morfblock.[WOOD] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[WOOD],product,category,high,high,high,506,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfblock-morfblockxl-21,morfblock.[XL] | MORFRAC,[shop] | MORFRAC [shop] | morfblock.[XL],product,category,high,high,high,538,morfblock,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/morfring-26,morfring. | MORFRAC,[shop] | MORFRAC [shop] | morfring.,product,category,high,high,high,515,morfring,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/mreel-35,mreel. | MORFRAC,[shop] | MORFRAC [shop] | mreel.,product,category,high,high,high,449,mreel,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/padeye-27,padeye. | MORFRAC,[shop] | MORFRAC [shop] | padeye.,product,category,high,high,high,474,padeye,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-1,Shop | powerfurl. | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.,product,category,high,high,high,581,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-31,continuous line | MORFRAC,[shop] | MORFRAC [shop] | continuous line,product,category,high,high,high,582,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurleight-10,powerfurl.[eight] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[eight],product,category,high,high,high,462,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlfour-11,powerfurl.[four] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[four],product,category,high,high,high,585,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlone-12,powerfurl.[one] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[one],product,category,high,high,high,500,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlsix-13,powerfurl.[six] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[six],product,category,high,high,high,612,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlten-14,powerfurl.[ten] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[ten],product,category,high,high,high,463,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurlthree-15,powerfurl.[three] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[three],product,category,high,high,high,608,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-continuous-line-powerfurltwelve-16,powerfurl.[twelve] | MORFRAC,[shop] | MORFRAC [shop] | powerfurl.[twelve],product,category,high,high,high,451,powerfurl,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-powerfurl-singleline-30,single line | MORFRAC,[shop] | MORFRAC [shop] | single line,product,category,high,high,high,563,other,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-single-line-30,single line | MORFRAC,[shop] | MORFRAC [shop] | single line,product,category,high,high,high,563,other,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-tdi-22,TDI. | MORFRAC,[shop] | MORFRAC [shop] | TDI.,product,category,high,high,high,444,other,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-tdis-23,TDI.[s] | MORFRAC,[shop] | MORFRAC [shop] | TDI.[s],product,category,high,high,high,449,other,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/powerfurl-underdeck-32,underdeck | MORFRAC,[shop] | MORFRAC [shop] | underdeck,product,category,high,high,high,405,other,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/shackle-24,Ti-shackle. | MORFRAC,[shop] | MORFRAC [shop] | Ti-shackle.,product,category,high,high,high,444,shackle,3,0.0,0.0,0.0
https://www.morfrac.com/shop/category/ti-shackle-24,Ti-shackle. | MORFRAC,[shop] | MORFRAC [shop] | Ti-shackle.,product,category,high,high,high,444,shackle,3,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-25-7-aluminium-12460,MORFRAC dogbone. - Aluminium Ø7mm | 25mm Length | MORFRAC,dogbone.25-7,product,product,high,high,high,318,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-40-12-aluminium-12461,MORFRAC dogbone. - Aluminium Ø9mm | 40mm Length | MORFRAC,dogbone.40-12,product,product,high,high,high,360,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-40-12-titanium-12462,MORFRAC dogbone. - Titanium Ø9mm | 40mm Length | MORFRAC,dogbone.40-12-Ti,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-45-19-aluminium-12463,MORFRAC dogbone. - Aluminium Ø9mm | 45mm Length | MORFRAC,dogbone.45-19,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-50-15-aluminium-12464,MORFRAC dogbone. - Aluminium Ø11mm | 50mm Length | MORFRAC,dogbone.50-15,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-50-15-titanium-12465,MORFRAC dogbone. - Titanium Ø11mm | 50mm Length | MORFRAC,dogbone.50-15-Ti,product,product,high,high,high,316,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-60-19-aluminium-12466,MORFRAC dogbone. - Aluminium Ø13mm | 60mm Length | MORFRAC,dogbone.60-19,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-60-19-titanium-12646,MORFRAC dogbone. - Titanium Ø13mm | 60mm Length | MORFRAC,dogbone.60-19-Ti,product,product,high,high,high,356,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-60-23-aluminium-12467,MORFRAC dogbone. - Aluminium Ø11mm | 60mm Length | MORFRAC,dogbone.60-23,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-65-24-aluminium-12469,MORFRAC dogbone. - Aluminium Ø13mm | 65mm Length | MORFRAC,dogbone.65-24,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-70-26-titanium-12673,MORFRAC dogbone. - Titanium Ø15mm | 70mm Length | MORFRAC,dogbone.70-26-Ti,product,product,high,high,high,356,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-flat-faced-large-titanium-12821,MORFRAC dogbone. - Flat Faced L | Titanium | MORFRAC,dogbone. - Flat-faced - L -,product,product,high,high,high,301,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-flat-faced-medium-titanium-12820,MORFRAC dogbone. - Flat Faced M | Titanium | MORFRAC,dogbone. - Flat-faced - M -,product,product,high,high,high,286,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-25/dogbone-flat-faced-small-titanium-12819,MORFRAC dogbone. - Flat Faced S | Titanium | MORFRAC,dogbone. - Flat-faced - S -,product,product,high,high,high,286,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone-60-23-aluminium-12467,MORFRAC dogbone. - Aluminium Ø11mm | 60mm Length | MORFRAC,dogbone.60-23,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/dogbone60-23-12467,MORFRAC dogbone. - Aluminium Ø11mm | 60mm Length | MORFRAC,dogbone.60-23,product,product,high,high,high,358,dogbone,5,0.0,0.0,0.0
https://www.morfrac.com/shop/mloop-34/mloop-custom-12674,Custom Dyneema Loop | MORFRAC,mloop.[custom],product,product,high,high,high,346,mloop,4,0.0,0.0,0.0
https://www.morfrac.com/shop/mloop-34/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,mloop.[one],product,product,high,high,high,305,mloop,4,0.0,0.0,0.0
https://www.morfrac.com/shop/mloop-dyneema-loop-12675,mloop.[one] - High-performance Dyneema® loop,mloop.[one],product,product,high,high,high,305,mloop,4,0.0,186.0,93.6
https://www.morfrac.com/shop/morfblock-17/morfblock-light-0-5-sailing-block-12322,morfblock.[LIGHT] - 0.5 | 155kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 0.5 - High Load,product,product,high,high,high,457,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-high-load-sailing-block-12324,morfblock.[LIGHT] - 01 | 225kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 01 - High Load,product,product,high,high,high,471,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-01-performance-sailing-block-12326,morfblock.[LIGHT] - 01 | 170kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 01 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-high-load-sailing-block-12328,morfblock.[LIGHT] - 02 | 450kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 02 - High Load,product,product,high,high,high,471,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-02-performance-sailing-block-12330,morfblock.[LIGHT] - 02 | 335kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 02 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-high-load-sailing-block-12332,morfblock.[LIGHT] - 03 | 1000kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 03 - High Load,product,product,high,high,high,474,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-03-performance-sailing-block-12334,morfblock.[LIGHT] - 03 | 750kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 03 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-high-load-sailing-block-12336,morfblock.[LIGHT] - 04 | 2000kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 04 - High Load,product,product,high,high,high,471,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-04-performance-sailing-block-12338,morfblock.[LIGHT] - 04 | 1500kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 04 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-high-load-sailing-block-12340,morfblock.[LIGHT] - 05 | 2800kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 05 - High Load,product,product,high,high,high,471,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-05-performance-sailing-block-12342,morfblock.[LIGHT] - 05 | 2100kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 05 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-high-load-sailing-block-12344,morfblock.[LIGHT] - 06 | 4500kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 06 - High Load,product,product,high,high,high,471,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-light-06-performance-sailing-block-12346,morfblock.[LIGHT] - 06 | 3300kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 06 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-high-load-sailing-block-12364,morfblock.[XL] - 01 | 1200kg SWL | XL Sailing Block | MORFRAC,morfblock.[XL] - 01 - High Load,product,product,high,high,high,475,morfblock,0,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-01-performance-sailing-block-12366,morfblock.[XL] - 01 | 1000kg SWL | XL Sailing Block | MORFRAC,morfblock.[XL] - 01 - Performance,product,product,high,high,high,470,morfblock,0,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-17/morfblock-xl-02-high-load-sailing-block-12372,morfblock.[XL] - 02 | 2000kg SWL | XL Sailing Block | MORFRAC,morfblock.[XL] - 02 - High Load,product,product,high,high,high,459,morfblock,0,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-light-0-5-sailing-block-12322,morfblock.[LIGHT] - 0.5 | 155kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 0.5 - High Load,product,product,high,high,high,457,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-light-04-performance-sailing-block-12338,morfblock.[LIGHT] - 04 | 1500kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 04 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-light-4-hl-12823,morfblock.[LIGHT] - 04 | Sailing Block | MORFRAC,morfblock.[LIGHT] - 04 - High Load - Green,product,product,high,high,high,559,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfblock-light-4-p-12338,morfblock.[LIGHT] - 04 | 1500kg SWL | Lightweight Sailing Block | MORFRAC,morfblock.[LIGHT] - 04 - Performance,product,product,high,high,high,469,morfblock,6,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-15-10pack-friction-ring-12898,morfring.[15] | 10-Pack Aluminium Friction Ring | MORFRAC,morfring.[15] - 10 PACK,product,product,high,high,high,481,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-15-ptfe-friction-ring-12476,morfring.[15] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[15],product,product,high,high,high,469,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-20-ptfe-friction-ring-12477,morfring.[20] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[20],product,product,high,high,high,465,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-30-ptfe-friction-ring-12478,morfring.[30] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[30],product,product,high,high,high,466,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-40-ptfe-friction-ring-12479,morfring.[40] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[40],product,product,high,high,high,466,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-50-ptfe-friction-ring-12481,morfring.[50] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[50],product,product,high,high,high,466,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-50xl-ptfe-friction-ring-12480,morfring.[50XL] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[50XL],product,product,high,high,high,466,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-60-ptfe-friction-ring-12483,morfring.[60] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[60],product,product,high,high,high,464,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-60xl-12828,morfring.[60XL] | PTFE Friction Ring | MORFRAC,morfring.[CUSTOM] - 60XL,product,product,high,high,high,307,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-60xl-ptfe-friction-ring-12482,morfring.[60XL] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[60XL],product,product,high,high,high,464,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-70-ptfe-friction-ring-12485,morfring.[70] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[70],product,product,high,high,high,464,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/morfring-26/morfring-70xl-ptfe-friction-ring-12484,morfring.[70XL] | PTFE Aluminium Friction Ring | MORFRAC,morfring.[70XL],product,product,high,high,high,466,morfring,10,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-15-stick-on-padeye-ring-12652,padeye.[ring]20-15 | Stick-On Padeye + Friction Ring | MORFRAC,padeye.[ring] 20-15,product,product,high,high,high,284,padeye,10,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-20-stick-on-padeye-ring-12654,padeye.[ring]20-20 | Stick-On Padeye + Friction Ring | MORFRAC,padeye.[ring] 20-20,product,product,high,high,high,290,padeye,10,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-ring-20-30-stick-on-padeye-ring-12653,padeye.[ring]20-30 | Stick-On Padeye + Friction Ring | MORFRAC,padeye.[ring] 20-30,product,product,high,high,high,284,padeye,10,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-stick-20-stick-on-padeye-12650,padeye.[stick]20 | Stick-On Padeye | MORFRAC,padeye.[stick] 20,product,product,high,high,high,285,padeye,1,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-stick-40-stick-on-padeye-12651,padeye.[stick]40 | Stick-On Padeye | MORFRAC,padeye.[stick] 40,product,product,high,high,high,285,padeye,1,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-through-1-5t-through-deck-padeye-12640,padeye.[through]1.5 | Through-Deck Padeye | MORFRAC,padeye.[through] 1.5,product,product,high,high,high,437,padeye,1,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-through-3t-through-deck-padeye-12649,padeye.[through]3 | Through-Deck Padeye | MORFRAC,padeye.[through] 3,product,product,high,high,high,285,padeye,1,0.0,0.0,0.0
https://www.morfrac.com/shop/padeye-27/padeye-through-6t-through-deck-padeye-12655,padeye.[through]6 | Through-Deck Padeye | MORFRAC,padeye.[through] 6,product,product,high,high,high,290,padeye,1,0.0,0.0,0.0
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-drum-bottom-furling-unit-12529,powerfurl.[one] - Drum | 1.5t SWL Bottom Furling Unit | MORFRAC,powerfurl.[one] Drum,product,product,high,high,high,400,powerfurl,9,0.0,0.0,0.0
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-furling-kit-12530,powerfurl.[one] - Furling Kit | 1.5t SWL | MORFRAC,powerfurl.[one] Kit,product,product,high,high,high,496,powerfurl,11,0.0,0.0,0.0
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-furling-kit-shackles-12531,powerfurl.[one] - Furling Kit Shackles | 1.5t SWL | MORFRAC,powerfurl.[one] Kit + Shackles,product,product,high,high,high,410,shackle,11,0.0,0.0,0.0
https://www.morfrac.com/shop/powerfurl-1/powerfurl-one-head-swivel-unit-12533,powerfurl.[one] - Swivel | 1.5t SWL Top Furling Unit | MORFRAC,powerfurl.[one] Swivelhead,product,product,high,high,high,399,powerfurl,9,0.0,0.0,0.0
